Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
171840886173148,Meu Bolso em Dia,These ads ran without a disclaimer,6110,1
257925838080963,Delegado Claudinei,Marcelo Lucas Gonçalves Teixeira,6066,152
100134385923671,Jessica Ferraz,Maira Darlene Dutra De Oliveira,6055,19
695903437104290,Deputado Estadual Luiz Fernando,Luiz Fernando Teixeira Ferreira,6027,162
220346131312219,Ministério Público do Trabalho,MINISTERIO PUBLICO DO TRABALHO,6021,2
356204831077731,Prefeitura de Francisco Beltrão,Maykon Justiniano,6000,6
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,6000,8
100393289290856,PSD Alagoas,PARTIDO SOCIAL DEMOCRATICO - ALAGOAS - AL - ESTADUAL,6000,5
707722716097737,Leandro Soares,Leandro Soares,6000,56
1729583287065210,Jefferson Otto,Jefferson Silva,5981,25
1635492076680391,Felipe Rigoni,União Brasil,5972,105
291482090931929,Professora Dorinha,Professora Dorinha,5969,145
1476457915903577,Dr. Batista,Manoel Batista Silva Junior,5942,70
364253843645006,Carlos Chiodini,Carlos Chiodini,5941,223
263154333861515,Teonilio Barba Lula,Teonilio Monteiro da Costa,5917,156
1452122665041934,Maria Victoria,Maria Victoria Borghetti Barros Campos,5913,189
1165488993512231,Nossas,NOSSAS,5900,28
121485934617409,Embaixada da Alemanha Brasília,Hermann Schemel,5899,9
394955597207788,Deputada Lucinha,Lucia De Barros,5886,29
103123492116065,Turbo Score,Henrique Cerqueira,5885,163
100145909336494,Barbara Lis,These ads ran without a disclaimer,5879,4
1453730484882193,Arilson Chiorato,Arilson Maroldi Chiorato,5867,48
106133118703263,Davi Bitencourt,Jakson Dos Santos Da Silva,5865,31
106493417547936,Natália Mendonça,Vitorino & Mendonça,5865,47
101372925628900,Carlos Lothar,Carlos Lothar Kautza,5856,122
2086279788271073,Osmar Bria,Fhillip Pinheiro,5790,18
109045897584974,Concurseiros da Educação 2022,These ads ran without a disclaimer,5785,6
624104228215525,pospucprdigital,These ads ran without a disclaimer,5756,20
334712053252519,Deputado Noel de Carvalho,Noel De Carvalho Neto,5722,29
1965324323694659,CNseg - Confederação Nacional das Seguradoras,CNseg,5720,37
101151815885813,Ceuci Nunes,Ceuci Nunes,5718,129
1636622943294126,Sindoley  Morais,Sindoley Luiz De Souza Morais,5711,57
1533303356759820,Igor Timo,Igor Timo,5640,168
603214206429002,Projeto Camaleão,Projeto Camaleão,5618,82
202455829784818,Governo do Estado de Sergipe,Boa Comunicação Ltda.,5609,9
114248903470049,Frente Parlamentar da Medicina,Frente Parlamentar de Medicina,5582,168
1451371678417988,Márcio Búrigo,Márcio Búrigo,5539,155
103685117882470,Marina Helena,Marina Helena Cunha Pereira Santos,5523,78
900902489956300,Zezinho Sobral,José macedo sobral,5523,28
163852833738546,Vinicius Camarinha,Vinicius Almeida Camarinha,5472,51
595525243929076,Joana Darc Protetora,Jqana Darc Dos Santos Cordeirq,5461,13
857168287736577,Rodrigo Valença,Bruno Rodrigo Valença de Araujo,5455,11
146003468834776,Sintrajufe/RS,Sindicato dos Trabalhadores do Judiciário Federal e do Ministério Público da União no RS - Sintrajufe/RS,5443,5
344484892246127,CCE - PUC- Rio,FACULDADES CATOLICAS,5419,14
1385571981662190,Alencar da Silveira Jr,Alencar da Silveira Jr.,5387,34
314213892042373,Diego Garcia,Diego Garcia,5379,55
1433929133492494,Renata Abreu,Renata Hellmeister de Abreu,5371,49
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,5365,26
622517197781424,Lucas do Liceu,Lucas Costa,5355,28
405696379766191,Angelo Coronel,Angelo Mario Coronel De Azevedo Martins,5344,13
855307314561093,Crors Conselho,Conselho Regional de odontologia RS,5335,111
634407086596316,Anderson Ferreira,Anderson Ferreira Rodrigues,5322,27
115036222170663,Beto Fantinel,Roberto Fantinel,5317,172
227921380688891,Thiago Martins,Thiago Rodrigues,5306,54
106906614465851,Agropecuaria Lagoa Alta,These ads ran without a disclaimer,5305,10
356767297734930,Josa Queiroz,Josa Queiroz,5292,20
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,5288,358
212424132200288,Duarte Jr,Hildélis Silva Duarte Júnior,5242,13
614016465286603,CPERS/Sindicato,CPERS/Sindicato,5237,13
637918629558967,Leonídio Bouças,Leonidio Boucas,5231,59
334578206706404,Laerte Gomes,Laerte Gomes,5188,86
113455336434,Centro de Liderança Pública,CLP - Centro de Liderança Pública,5184,114
118524398580532,Antônio Henrique,Antonio Henrique Da Silva,5181,5
201596403728972,Tabata Amaral,TABATA CLÁUDIA AMARAL DE PONTES,5180,79
176233272992412,Direto ao Ponto,Direto ao Ponto,5173,120
170238043113891,Professor Rômulo Passos,These ads ran without a disclaimer,5171,2
452523712190840,David Vincensi,David Vincensi,5161,56
1484637835168048,Giovanna Tripoli,Giovanna Tripoli,5147,10
746238952182619,Val de Alex,Alex Lopes Da Silva,5134,116
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,5109,142
1478824832361439,Bruno Pedrosa,Bruno Torquato Pedrosa,5106,66
683768251727190,Helinho Zanatta,Helio Donizete Zanatta,5093,41
330379553673497,Oxfam Brasil,Jorge Henrique Cordeiro,5091,21
1036794366332191,Paulo Roque,Paulo Roque,5087,161
288412514669518,Maranhão com Brandão,Raul César,5086,21
305962019571797,Gilvan Máximo,Gilvam Maximo,5083,29
479451742185899,Joel Rodrigues,Joel Rodrigues da Silva,5078,31
555803774486872,Marcio Bittar,Marcio Bittar,5049,29
330300883714439,Luizianne Lins,Luizianne de Oliveira Lins,5034,59
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,5031,208
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,5019,21
356754777706388,Anthony Garotinho,Anthony Oliveira,5017,27
596462183804297,Juca do Guaraná Filho,Juca do Guaraná Filho,5003,43
959825824052678,Ricardo Rodrigues,Jose Ricardo Rodrigues Barbosa,5002,24
111060818179731,Deputado Tony Brito,Francisco Antonio Brito Moncao,5000,81
325260710902101,Ademar Traiano,Ademar Traiano,5000,68
1731273480489161,Brenno Queiroga,Brenno Oliveira Queiroga De Morais,4989,38
251489518948731,Jorge Goetten,Jorge Goetten,4966,25
745290218886687,Lígia Feliciano,Lígia Feliciano,4957,11
844031609039240,Heitor Freire,HEITOR RODRIGO PEREIRA FREIRE,4950,74
620314628044090,Marcio Alvino,Deputado Federal Marcio Alvino,4946,89
383685571779039,Lucas Calil,Lucas Calil,4942,33
128488587879181,Ari Rabaiolli,Ari Rabaiolli,4901,157
1544493995819099,Roberto Cláudio,These ads ran without a disclaimer,4868,7
476964108993213,Prefeitura Lagoa Santa,"Prefeitura Municipal de Lagoa Santa Brasil Rua São João 290, centro Lagoa Santa",4863,44
496115487137276,Mauro De Nadal,Mauro Nadal,4861,130
755979154460973,João Grande,João Grande,4845,74
114073650505247,Jerônimo Rodrigues,Partido dos Trabalhadores,4840,6
380460338716108,Prefeitura de Araucária,Trade Comunicação e Marketing Eireli,4832,81
248526311917578,Igor Normando,Igor Normando,4830,29
102845261979729,Portal Concursos e OAB,These ads ran without a disclaimer,4828,24
600557210105330,Juninho Do Pneu,Rogerio Teixeira Junior,4826,142
1995684880734932,Carlão Pignatari,Carlão Pignatari,4819,37
105569381659578,Raul Canal,Raul Canal,4819,67
601991053164565,Elmano Férrer,Elmano Férrer de Almeida,4818,50
156035781157686,Ação Educativa,Ação Educativa,4818,16
201044363357878,Aliel Machado,Aliel Machado,4811,54
1457380294499102,Alexandre Baldy,Alexandre Baldy,4809,25
103377875675540,Ricardo Murad,Ricardo Jorge Murad,4795,61
159830620886650,Rogério Nogueira,Rogério Nogueira,4786,27
1491879304382915,Pedro Ricardo,PEDRO RICARDO DE CARVALHO OLIVEIRA,4773,72
365623040172352,Romanelli,Romanelli,4756,71
168445716910917,Arthur Henrique,Arthur Henrique Brandao Machado,4751,55
1460558354166610,Dr. Hiran Gonçalves,Hiran Manuel Goncalves Da Silva,4749,105
1489999951307578,Supremo Rondon - Concursos,Wellmory Fernando Sousa Nazario,4740,14
1726550077656385,Instituto Ranking Brasil,Instituto Ranking Pesquisa,4718,23
328393683976480,Ricardo Guidi,Ricardo Zanatta Guidi,4713,178
482479095211782,Dr. Jenilson Leite,Janilson Leite,4697,24
112893680400463,Age of Apes,These ads ran without a disclaimer,4683,1
158153364906858,Denis Bezerra,Denis Bezerra,4667,34
109826557071160,Uptime,These ads ran without a disclaimer,4664,1
108709217613749,Leandro Sorgatto,Leandro Sorgato,4652,92
101106645637982,Volta André,Luciano Querido,4648,22
266812276714551,Prefeitura De Pouso Alegre,Prefeitura Municipal de Pouso Alegre,4616,12
375217322606732,Portal Tucumã,REDE TUCUMA DE COMUNICACAO LTDA,4612,70
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,4609,54
1323866707759906,Coronel FERES,Paulo Sérgio Feres Alves,4578,124
1191139900976721,Pedro Henrique Machado,Pedro Machado,4576,59
800038830018182,Ricardo Barros,Ricardo José Magalhães Barros,4562,101
1477105045931772,Vereador Armando,Luis Azambuja,4530,100
593156624451277,Serginho Caxias,Sergio Alberto Correa Da Rocha,4521,98
124116941088719,Prefeitura de Macapá,Munícipio de Macapá,4512,7
471742212873697,Beto Albuquerque,Beto Albuquerque,4487,43
142675389152460,Governo do Estado da Paraíba,SECRETARIA DE ESTADO DA COMUNICACAO INSTITUCIONAL - SECOM,4480,51
196128493753084,Rede Nossa São Paulo,Instituto Cidades Sustentáveis,4474,9
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,4472,47
1420022301592431,Jaqueline Cassol,Dirlaine Jaqueline Cassol,4468,191
1634047810181013,Prof. Jobert Minhoca,Jobert Alexandrino,4457,239
1242057125827991,Deputado Felipe Estevão,Felipe Estevao,4452,23
104173232092496,Alessandra Gonzaga,Alessandra Vieira De Camargo Teles,4432,39
170196033315118,Ulisses Marins,Ulisses Marins,4421,84
450502108445553,Danilo Joan,Danilo Machado,4410,22
250960541687036,Antônio Gomide,Antonio Gomide,4401,268
240872789364732,Claudio Vignatti,Claudio Vignatti,4395,157
1008678135947995,Ted Conti,Ted Conti,4359,57
281564291876748,Hugo Engenharia,These ads ran without a disclaimer,4358,4
106530218336447,Tande Vieira,Alexandre Vieira,4325,71
217600379046455,Rodrigo Agostinho,Rodrigo Antonio de Agostinho Mendonça,4319,71
1562095984001956,Fábio Vilas-Boas,Fabio Vilas Boas,4315,10
632343536883223,Mariana Carvalho,Mariana Fonseca Ribeiro Carvalho De Moraes,4313,50
326171441512166,Tacimar Hoendel,Tacimar Hoendel Silva De Holanda,4307,5
452296324804718,Braskem,These ads ran without a disclaimer,4289,2
799291570129827,Bruno Garschagen,Bruno M Garschagen,4286,15
210467206143608,Portal de Prefeitura,Portal de prefeitura,4286,695
303981736949468,Jingle Vinheta,Paulo Magalhaes,4273,91
241839765912021,Estratégia Concursos,These ads ran without a disclaimer,4272,17
1221955744599494,Walmir Pinto,Walmir Pinto,4271,99
1914564618809959,Guilherme da Cunha,Guilherme da Cunha Andrade,4270,21
479089705503936,Ricardo França,Ricardo Longatti Franca,4264,25
821703454511378,Dra. Sandra Tadeu,Sandra Regina Carbone Tadeu Mudalen,4263,30
398383446886003,Fernando Breno,Fernando Breno Valadares Vieira,4255,23
100884694811017,Raquelle Trutis,Raquelle Trutis,4254,50
103438142161694,Ofertas da semana,Antonio Oliveira,4241,150
411595042270936,Doutor Hércules,Hércules Silveira,4237,26
278166692525157,Rodrigo Marcial,RODRIGO MARCIAL L RIBEIRO,4233,22
197641483663137,Deputado Antonio Carlos Arantes,Dep. Est. Antonio Carlos Arantes,4224,135
529741837114868,Professor Alcides,Professor Alcides,4206,62
361048688163445,Gilmar Lucas,Gilmar Raimundo Lucas,4200,2
103356970098314,Geleia Protetor,Vlademir Joao Carlos Galdino,4199,77
1353024124727596,Solar Power Photovoltaic,These ads ran without a disclaimer,4196,1
102598714670895,Realidade Piauí,Realidade Piauí,4196,45
106387681801410,Dora Gomes,Maria das Dores Gomes,4194,80
100438945177886,Apollo Automóveis,These ads ran without a disclaimer,4192,9
753128861414485,Osvaldo Lopes,Osvaldo Lopes De Oliveira Junior,4191,11
257401334462190,Antonio Donato Madormo,Antonio Donato,4178,14
479839265450630,Merlong Solano,Merlong Solano Nogueira,4158,51
110334547801518,Intechlog,These ads ran without a disclaimer,4152,2
473522689344881,Jacqueline Moraes,Jacqueline Moraes Da Silva Avelina,4133,50
152511818789020,Coronel Sandro,Sandro Lucio Fonseca,4098,15
106226135371045,Feirão Limpa Nome,These ads ran without a disclaimer,4093,2
1147333245343390,Delegado Bruno Lima,Delegado Bruno Lima,4090,7
1898113053736296,Instituto Nêmesis,Instituto Nêmesis de Estudos Avançados em Direito,4089,54
470750715303,Instituto Socioambiental - ISA,Instituto Socioambiental,4083,43
977591798982865,Major Mecca,Dimas Mecca Sampaio,4065,15
169743843175117,Bruno Ganem SP,Bruno Ganem,4060,15
569656233150986,Professor Toninho Vespoli,Toninho Vespoli,4051,51
320741841325616,ZonaCurva,Fernando Do Valle Barbosa,4049,84
111677522336190,Léo Portela,Leonardo Morreale Diniz Portela,4048,20
109723508086054,Sergio Albuquerque,Sergio Ricardo De Albuquerque Bogea,4046,48
108103781697493,Washington Bonfim,Washington L de S Bonfim,4046,33
105598778809209,Vanderlei Carvalho,Aderbal Ferrandis,4032,16
100142328690775,Daniel Andrade - StartGeo,Daniel Andrade,4025,54
199599520097304,Alvaro Dias,Alvaro Fernandes Dias,4017,66
115484749218785,Ieda Chaves,IEDA PACHECO CHAVES,4005,8
158170230919952,Cantora e Deputada Estadual Mara Lima Paraná,Marilimei Lima de Souza,3997,51
1632845003624410,Lúcio Sorge,Lucio Sorge,3992,462
130613253693410,Rogério Marinho,Rogerio Simonetti Marinho,3989,30
102049496877069,Murilo Félix,Murilo Berbert Felix,3971,4
346130422386120,Hermes Frangão Parcianello,Hermes Parcianello,3964,54
206181149493593,Dermilson Chagas,Dermilson Chagas,3961,14
301671559864163,Samuel Moreira,Samuel Moreira,3943,67
367178460334482,Julio Lossio Filho,JULIO EMILIO LOSSIO DE MACEDO FILHO,3941,74
1479952895577565,Gil Pereira,Gilberto Wagner Martins Pereira Antunes,3935,148
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,3934,90
167306944111245,Dr. Frederico,Frederico de Castro Escaleira,3930,55
273910272715136,Cleiton Fossá,Cleiton Fossa,3917,46
101244331985725,Reintegração do Norte Gaúcho,Michel Barbosa,3916,5
651900074836103,Dr. Laércio Sandes,Laercio Oliveira,3893,25
247306032087347,Plauto Miró,Regis Rieger,3890,38
268217989858817,Marília Arraes,Marília Arraes,3888,8
618352678230929,Charlles Evangelista,Charlles Evangelista,3876,70
1057617791113876,Gabriel Pinelli Ferraz,Gabriel Ferraz,3875,135
287652947932104,APP-Sindicato,APP Sindicato dos Trabalhadores em Educação Pública do Paraná,3872,9
1677958452224700,Reginaldo Sardinha,Reginaldo Sardinha,3865,54
2116170495287679,Deputado Marcelo Cabeleireiro,Deputado Marcelo Cabeleireiro,3858,32
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,3835,148
1731404663737562,Professor Euler,Vereador Professor Euler,3834,14
107352021429133,Soldado Fruet,Marcos Adriano Ferreira Fruet,3833,118
165205036869225,Quebrando o Tabu,Quebrando o Tabu Midia Digital SA,3824,2
532313946789323,José Airton Cirilo,José Airton Félix Cirilo da Silva,3803,69
179431892664042,Deputado Ciro Neto,Ciro Neto,3790,37
306768639382744,David Soares,David Bezerra Ribeiro Soares,3779,28
101084162055822,Evandro Anselmini,Evandro Anselmini,3771,126
551976105239046,Jerry Comper,Jerry Comper,3768,157
270075236400652,Hussein Bakri,Hussein Bakri,3764,23
1395013197441419,Márcio Honaiser,Márcio Jóse Honaiser,3763,56
567346516770426,Linoberg,Linoberg Almeida,3762,59
1523331824624642,Rui De Rosis,Rui Sergio Gomes De Rosis,3755,69
1703077113332487,Antônio Alberto Machado,Antonio Alberto Machado,3744,76
462843040551926,Bruno Marini,BRUNO MARINI,3743,130
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,3740,12
282557438603172,Acrísio Sena,José Acrísio de Sena,3735,27
410655005626777,Deputado Federal Lincoln Portela,Lincoln Portela,3725,34
139802366201747,MDB Santa Catarina,MOVIMENTO DEMOCRATICO BRASILEIRO SANTA CATARINA SC EST,3718,114
172154116311925,Sindserv Santos,Sindserv Santos - Sindicato dos Servidores Públicos Municipais de Santos,3698,16
1491077711104985,Ada Faraco De Luca,Ada Lili Faraco De Luca,3688,36
686957961352670,Deputado Estadual Cairo Salim,Cairo Salim,3681,93
948419685549959,Ousadia Política,Daniel Da Silva,3665,445
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,3659,20
471144916255739,Max Lemos,MAX RODRIGUES LEMOS,3649,77
326589317375630,Fernando Mineiro,Fernando Wanderley Vargas Da Silva,3646,14
287241588030040,Cidade de Presidente Prudente,Prefeitura Municipal de Presidente Prudente,3643,51
399445213726764,Sindimaco Go,SINDICATO DO COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO DO ESTADO DE GOIÁS,3637,105
322628537892436,Milton Monti,Milton Monti,3637,42
933754649994946,Christino Áureo,Christino Áureo,3634,159
1766519210291192,Hery Kattwinkell,Hery Waldir Kattwinkel Junior,3628,51
518889098214357,Flávia Morais,Rodrigo Pereira,3612,159
1751009021822715,Kleber Wan-Dall,Kleber Wan-Dall,3608,120
717437748282980,Jeferson Modesto - Jé,Jeferson Modesto Silva,3604,320
113676935411485,Eder Magrão Clube Fm 101.9,Eder Gean Silva,3584,71
291052834605299,Angela Amin,Angela Amin,3578,175
611681208908571,Orlando Pessuti,Orlando Pessuti,3576,114
117174578396012,George Hato,George Vatutin Hato,3575,22
1452476871646616,Diário MS News 2,Diário MS News,3573,14
1944560898904165,Percursa,These ads ran without a disclaimer,3569,2
170589893735852,Sergio Americano Mendes,Sergio Americano Mendes,3565,45
106832721053798,Andre da Farmácia,André da Farmácia,3564,21
1593954507312781,Metha Energia,These ads ran without a disclaimer,3555,5
102370415810127,HENRI CLAY,Henri Andrade,3545,19
120856188018045,Guilherme Mussi,Guilherme Mussi,3542,21
192809017556941,Isaltino Nascimento,Isaltino Nascimento,3540,72
405696379766191,Angelo Coronel,ANGELO MAR1 CORONEL DE AZEVED0 MARTINS,3533,5
250254182118439,Vereador Neycar,Vanderley Cavalcante Da Silva,3526,43
102371144884962,TVBee World,These ads ran without a disclaimer,3519,5
271242366375666,Edson Giriboni,Edson Giriboni,3512,106
587492024677202,Hildo Rocha,Hildo Augusto Da Rocha Neto,3508,46
1351285281650851,Zé Cocá,Zenildo Santana,3506,25
188872781277784,Celso Maldaner,Celso Maldaner,3504,19
1398670427017286,Prefeitura de São Joaquim da Barra,Prefeitura Municipal de São Joaquim da Barra,3494,28
271070706391564,Prefeitura de Paraíso do Tocantins,Bruce Costa,3493,26
101266765764212,Celebrites Today,Brunno Santos,3487,224
353898054715969,Romero Jucá,Romero Jucá,3484,15
644691802244395,Bordalo,Carlos Bordalo,3480,86
478752158813845,Maurício Eskudlark Deputado,Mauricio Eskudlark,3470,47
146755278735889,Mauro Moraes,Mauro Moraes,3467,27
604486089747468,Prefeitura de Monte Carmelo,Prefeitura de Monte Carmelo,3460,24
428453867252792,Professor Gustavo Fregapani,Gustavo Almeida,3450,12
1111649495517188,Dilemário Alencar,Dilemario Alencar,3448,63
281229865369097,Otto Alencar,Partido Social Democrático – PSD,3448,11
110681190288225,Contbank,These ads ran without a disclaimer,3447,9
1712766312129040,Lucas Abrahão,Lucas Abrahao Rosa Cezario De Almeida,3442,49
634595760352585,Direito Religioso,DIREITO RELIGIOSO COMERCIO DE PUBLICAÇÕES E CURSOS LTDA,3440,126
340779555940099,Associação dos Delegados de Polícia do Estado de São Paulo,ADPESP,3438,16
