Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
0,Instagram User 7626267581,These ads ran without a disclaimer,≤100,4
401556586942131,Rodrigo Paiva,Rodrigo Antônio de Paiva,≤100,4
106802285086988,Dicas de Conteúdo Trabalhista,These ads ran without a disclaimer,≤100,2
620775301273467,Anne Moura,Anne Karolyne Moura De Souza,≤100,2
102227420188816,Simego,Franscine Leão Rodrigues,≤100,1
593502577376830,Delegado Federal Mikalovski,Algacir Mikalovski,≤100,2
111967013731903,Goldwind,These ads ran without a disclaimer,≤100,3
0,Instagram User 3738578976,These ads ran without a disclaimer,≤100,2
473330432729278,Brasileiros em Ushuaia,These ads ran without a disclaimer,≤100,4
101505388363829,Tá Na Mão Crédito,These ads ran without a disclaimer,≤100,1
1594493174172308,Revista Lideranças,Victor Silva,≤100,2
177438912841843,Didático Pré-vestibular,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 9593898967,These ads ran without a disclaimer,≤100,2
1395221247290663,Informação news,Marcelo Bezerra,≤100,7
109613087381596,Orienta Seguros & Previdência,These ads ran without a disclaimer,≤100,3
106485191826622,Aurélio Suenes,Aurelio Resende,≤100,1
539809862837192,Cidade Revista,OK Inteligência em Marketing e Sistemas WEB,≤100,2
101478928201225,Leandro TUR,Renan Lima,≤100,1
226675444627759,Escritório de Taipei no Brasil,These ads ran without a disclaimer,≤100,1
101122634999087,Reimar Rodrigues,Willian Silva De Aquino,≤100,3
103300456690657,Jornal Acontece Regional,RAFAEL henrique de moraes lourenço,≤100,6
105135631894652,Euza Bispo,These ads ran without a disclaimer,≤100,3
100958075578466,IBDA - Instituto Brasileiro de Direito do Agronegócio,These ads ran without a disclaimer,≤100,1
1800545373542668,Ranzani Odontologia,These ads ran without a disclaimer,≤100,1
1361100877240596,SegSolar Sua energia solar,These ads ran without a disclaimer,≤100,1
537172036478826,Chocolateria Sophia,These ads ran without a disclaimer,≤100,2
104128722210262,Blog Jorge De Lima,Francisco Jorge De Lima Freire,≤100,2
204727440184917,Mattson Ranier,Mattson Ranier Gomes De Araujo,≤100,4
244123968945393,Elias Awad,These ads ran without a disclaimer,≤100,2
102594042431163,Paulo Baiano.,PAULO JOSÉ DA SILVA,≤100,2
105662101242112,Página Flávia Berthier,Flávia Berthier,≤100,3
119807341404847,Loup Brasil,Saint Lobo,≤100,2
130749000935999,Ice Churros,These ads ran without a disclaimer,≤100,2
387486228734054,Rodrigo Leal,These ads ran without a disclaimer,≤100,1
446912292072750,Rocha Leite & Mendes Advogados,These ads ran without a disclaimer,≤100,1
121274927957881,Portal Terceira Idade,Karol Bernstein,≤100,5
104457794749518,Igor Inovar,Igor Luis Sousa Santos,≤100,2
107652611821495,Laju Produtos de Limpeza,These ads ran without a disclaimer,≤100,3
104209401220918,João Paulo Borges - JP,These ads ran without a disclaimer,≤100,3
396430060531917,Everton Ferreira,Everton Oliveira Ferreira,≤100,1
100229324876697,Cursinho do Bruno,These ads ran without a disclaimer,≤100,2
105712338656741,Samuel Dantas 2022,These ads ran without a disclaimer,≤100,1
514766031891865,CRISTOVÃO PINHEIRO,Cristovao De Sousa,≤100,2
101242862556174,Mania Automóveis,These ads ran without a disclaimer,≤100,1
618925735434544,Se Toque,These ads ran without a disclaimer,≤100,2
105838038755073,Chapa 1 -Juntos somos 100% técnicos,Waldir Aparecido Rosa,≤100,2
108618394801703,brunoaugustomg,These ads ran without a disclaimer,≤100,2
106907977815732,Caio Martori - Vereador,Caio Cezar Da Silva Martori,≤100,2
1088873691177075,Aline Cardoso,Aline Cardoso,≤100,3
689873204372536,Dalla Martha e Camarini Dermatologia,Silmar Camarini,≤100,2
104263124260943,Fórum de Defesa da Petrobrás,These ads ran without a disclaimer,≤100,1
574768529859337,Miguelzinho Pereira - Vereador,Jose Santos,≤100,3
1667143086929512,Celso Lima,Celso Lima,≤100,8
107144781003476,Hub Do Investidor,These ads ran without a disclaimer,≤100,1
373794016040451,Durval Orlato,These ads ran without a disclaimer,≤100,1
105138458729956,Ivo Lopes,Ivo Lopes,≤100,1
255573254464239,SVN Investimentos - Escritório Credenciado à XP Investimentos,These ads ran without a disclaimer,≤100,1
456045197925503,Antonio Peixoto,ANTONIO PEIXOTO OLIVEIRA,≤100,2
672607559521274,Alisson Camargos,Alisson Alves Camargos,≤100,2
110177767379979,Dr. Silmar Régis Camarini,Silmar Camarini,≤100,2
424991147608868,Colégio Córtex,These ads ran without a disclaimer,≤100,8
1412250662388911,Sismmac,These ads ran without a disclaimer,≤100,2
104754635432187,Lançamento Cury Jardim,Monica Dias,≤100,3
455849704448918,Tiago Bolan Frigo,Tiago Frigo,≤100,2
100667085826193,FronTrade,These ads ran without a disclaimer,≤100,3
112397617142859,Nayla de Souza,Nayla Souza,≤100,2
1188484337976860,Sylvio Malheiro Junior,These ads ran without a disclaimer,≤100,2
598482614147506,Hermenêutica Política,Hermenêutica Política,≤100,2
135003497407193,Dr. Ulisses,Jose Junior,≤100,2
2074630489445768,Aridelmo Teixeira,These ads ran without a disclaimer,≤100,3
1634793176787385,GoBuzz,Gobuzz,≤100,5
131921441716864,Alta Magagnin,Altair Magagnim Junior,≤100,2
1784884121534648,Dr. Silmar,Silmar Camarini,≤100,2
223192499117651,Oportunidades futuras.,These ads ran without a disclaimer,≤100,1
302613337011388,Albert Ursão,Albert Castro,≤100,4
141287742160,Diário de Petrópolis,These ads ran without a disclaimer,≤100,5
461289694074444,Felipe Costella,Felipe Costella,≤100,2
215770925653456,Fabrício da Creuza,Fabricio Dos Santos Simoni,≤100,2
514858831916019,"Secretaria do Trabalho, Emprego, Renda e Esporte - Setre Bahia",These ads ran without a disclaimer,≤100,1
108827644315429,Vip Financeira,These ads ran without a disclaimer,≤100,2
107421552961237,Dr. Damião,These ads ran without a disclaimer,≤100,2
108935858401089,MDR Representações - Energia Solar,These ads ran without a disclaimer,≤100,1
113124218040981,Douglas Silva,These ads ran without a disclaimer,≤100,2
172169509598837,Vereador Polaco,Eric Ribeiro Dos Santos,≤100,2
649918291870839,Gordo da Adega,Josias Paz,≤100,3
1429268443954718,Mil Passos,These ads ran without a disclaimer,≤100,6
446410602056683,Deputado Subtenente Gonzaga,Luiz Gonzaga Ribeiro,≤100,4
2096647263699725,Layoutshirts,Alessandro Santos,≤100,1
110250555010849,Apaixonados por Lula,Eduardo Borges,≤100,1
402890493845425,Fox Clube de Tiro,These ads ran without a disclaimer,≤100,1
1439949286275966,Homero Marchese,Homero Marchese,≤100,5
113079403372312,Centro Profissionalizante Araujo Vidal,These ads ran without a disclaimer,≤100,1
452002271667289,ADAM PG,Adam Dutra Machado,≤100,2
108185617414920,Brandão Engenharia & Consultoria Elétrica,These ads ran without a disclaimer,≤100,1
1473611126284290,Nelson Perez,Nelson Molina Perez,≤100,4
112520873862172,Colégio Liceu Olímpia,These ads ran without a disclaimer,≤100,1
105682451308711,RGF Advocacia,RGF Advocacia,≤100,1
1618496545058687,Concursos.com.br,These ads ran without a disclaimer,≤100,2
834368006613756,Divinews,Jose Passos,≤100,1
104323854685105,Jonas Dico,Jonas Macedo,≤100,1
241185496447923,Marcas Mais Lembradas,Valdir Franca,≤100,1
973007582787151,Felipe Pinheiro,Felipe Pinheiro,≤100,8
425928464423345,Alecio Espinola,Jeferson Popiu,≤100,1
1036352693176470,Peça Rara store Lafaiete,These ads ran without a disclaimer,≤100,3
780064122098434,Vereador Claudinho Neves,Claudio Andrade,≤100,1
209648425724253,Reimont,Reimont Otoni Santa Bárbara,≤100,1
131804447305799,Duda Salabert,Duda Salabert,≤100,4
120476701373768,Centro de Trabalho Indigenista,These ads ran without a disclaimer,≤100,1
524210130929254,Revista Será?,IEPfD Instituto de Estudos e Pesquisas para o fortalecimento da Democracia,≤100,1
103588292104967,Suelismar Caetano,These ads ran without a disclaimer,≤100,1
103041931373473,Ver. Itamar Rodriguez,Gerson Rodriguez,≤100,1
283636358988193,Kátia Goulart - Vereadora de TODOS e Protetora dos Animais,Cathya Goulart,≤100,3
101330894956140,Rovam Castro I,Rovam Simoes Goncalves De Castro,≤100,1
973684822708999,Honorato a voz que não se cala,Edson Lima,≤100,1
354902901269943,Sintect RPO,SINTECT/RPO,≤100,1
171252503326315,Atelier do Corpo Academia,These ads ran without a disclaimer,≤100,1
2325176537807354,Guilherminho,GUILHERME POMPEU GONÇALVES,≤100,3
109393611465387,Odontocel,Ericson Rodrigues,≤100,1
1912753025626584,Todos por Cubatão,Carlos Lima,≤100,1
642898342793898,Jornal Alô Dourados,Alô Dourados,≤100,1
101020325035365,Menezes do Canil,Silvio Menezes,≤100,1
332053548119549,brunocicalise,These ads ran without a disclaimer,≤100,2
104852068101635,Casaria Padaria,These ads ran without a disclaimer,≤100,1
1387896744553759,Antonio Carlos,StudioX2,≤100,1
467335959995923,Conversa Mole,Giancarlo Alberto Andreoni,≤100,3
1972346229710497,Sindisep / RJ,Sindisep-RJ,≤100,1
736234619798129,Professor Fabrício Augusto Souza Gomes - História,These ads ran without a disclaimer,≤100,5
110512303629368,Acripar - Associação de Criadores de Peixes do Estado de Rondônia,Gabriele Guidotti,≤100,1
107826674873215,Educando para um Brasil Melhor,These ads ran without a disclaimer,≤100,1
107996155183770,Enquete Política,These ads ran without a disclaimer,≤100,1
108253007499645,Vereador Anderson 2 Irmãos,Alexandre Assuncao,≤100,1
512439245793683,GSK careers,These ads ran without a disclaimer,≤100,4
743091629170412,RJ Costa Verde Notícias,These ads ran without a disclaimer,≤100,1
936193543135512,Espaço Arp,These ads ran without a disclaimer,≤100,1
655921931519552,Dany's Moda Feminina,These ads ran without a disclaimer,≤100,1
108621394094615,Doutor Hérnia Unidade Apucarana,These ads ran without a disclaimer,≤100,2
103752935602832,Dr. Josevane Alves Pré-Candidato a Deputado Estadual,Josevane Alves De Jesus Pereira,≤100,1
1477478699203163,Junior Coringa,Vereador Junior Coringa,≤100,1
113241653931476,Willian Silva,These ads ran without a disclaimer,≤100,1
316843771751679,Roge Baudichon,Roge Baudichon,≤100,3
108223965170270,mentoriadaplenitude,These ads ran without a disclaimer,≤100,1
1567657433454401,LMA Advocacia e Assessoria Jurídica,LMA Advocacia e Assessoria Jurídica,≤100,1
1280558395306060,Big Mídia Produções e Publicidades,Marcelo Almeida,≤100,1
105382268030747,Eugeniano Martins,Eugeniano Martins,≤100,1
111347078948459,Rede Dom Pedro,These ads ran without a disclaimer,≤100,1
1061684963910739,João Paulo Pichek,Joao Paulo Pichek,≤100,1
121142239745597,Adv. Amélia Guimarães,These ads ran without a disclaimer,≤100,1
2033819370233023,Dani Portela,Danielle Gondim Portela,≤100,1
518652718539056,Celso Rodrigues,Macaiver Cocentino Picoli,≤100,1
299350200411947,Gramado Summit,These ads ran without a disclaimer,≤100,2
444666388930656,Francisco do PT,Francisco Assis de Medeiros,≤100,1
196544214119231,ADH TVBrasil Agência de Desenvolvimento Humano Brasil,These ads ran without a disclaimer,≤100,1
1990589534564935,CMP Brasil,Marcos Santos,≤100,1
305405126987059,Thomaz Henrique,Thomaz Henrique Barbosa Da Silva,≤100,1
181747453930687,Notícias sobre o CSMP,Saad Mazloum,≤100,1
102410752210532,arq.arianefernandes,These ads ran without a disclaimer,≤100,1
1602911246698275,Mislene de André,André Luiz Leite dos SANTOS,≤100,1
1826217147606887,Léo Sampaio,Eunir Aislan Rodrigues,≤100,1
751451551661652,Lucas Leoncine,Lucas Leoncine,≤100,1
121670431240090,Instituto Millenium,These ads ran without a disclaimer,≤100,1
819342868273002,Henrique Hermany,Henrique Hermany,≤100,1
109414937552370,Thalles Tomazelli,thalles henrique tomazelli,≤100,3
911313605727366,Gisela Simona,Gisela Simona Viana De Souza,≤100,1
881777171955765,Juninho Dias,These ads ran without a disclaimer,≤100,1
1887069814843824,Ronda180 - Plantão Policial,Claudio Costa,≤100,1
450457725288130,Movimento Conservador - Ribeirão Preto - SP,Maicon Tropiano,≤100,1
348626745212078,Portal Paraíba Todo Dia,Paraíba Todo Dia,≤100,2
106127184311008,investimentos.rpps,These ads ran without a disclaimer,≤100,1
449184831871143,Vereador Julinho Lopes,Julinho Lopes,≤100,2
724583614235416,SEHAL Sindicato das Empresas de Hospedagem e Alimentação do Grande ABC,Sehal - Sindicato das Empresas de Hospedagem e Alimentação do Grande ABC,≤100,1
111540438988959,Elton Welter,Elton Welter,≤100,1
101170604801117,Tiago Atacadão do Piso,These ads ran without a disclaimer,≤100,1
366081496838250,Elizandro Sabino,These ads ran without a disclaimer,≤100,1
341390020432597,O Cara da Locadora,These ads ran without a disclaimer,≤100,1
647403635620374,Victor Aleixo,Victor Pureza Aleixo,≤100,3
359716474540967,Aquiles Pires,Aquiles Pires,≤100,2
154084304996536,Antônio Divino,Pedro Henrique De Oliveira Da Silva,≤100,2
0,Instagram User 2810105168,These ads ran without a disclaimer,≤100,1
136088583175320,Janaina Ballaris,These ads ran without a disclaimer,≤100,1
115046363693627,Valmir Rosa Correia,Diego Rosa Correia,≤100,3
0,Instagram User 9320026395,These ads ran without a disclaimer,≤100,1
555566641196081,Rômulo Fontoura,Romulo Fontoura,≤100,1
105006672214443,Miguel Cardoso,Rosa Zeferino,≤100,11
393787794606298,Vereador Pastor Castilhos,Eduardo Castilhos,≤100,1
100751981706448,Adriano Pivotto,Adriano Pivotto,≤100,1
221410735230771,Governo Municipal de Frecheirinha,Edgar Vanconcelos Da Frota Junior,≤100,1
146700342423615,Casas Bahia,These ads ran without a disclaimer,≤100,1
340423606060535,Portal Bonfinópolis,Portal Bonfinópolis,≤100,2
105522844921819,Health Business Summit,These ads ran without a disclaimer,≤100,1
102958142066517,Tribuna de São José,Mundo Publi - Soluções em Publicidade,≤100,1
105040348864011,Breno Lins,Breno Jose Da Silva,≤100,1
1897171223856566,Rodrigo Dias,Rodrigo Dias,≤100,2
0,Instagram User 4833042213,These ads ran without a disclaimer,≤100,1
1677426629169955,Adusb SSind,Associação dos Docentes da UESB,≤100,1
1092999957420083,MDB Pinhal,MOVIMENTO DEMOCRATICO BRASILEIRO - ESPIRITO SANTO DO PINHAL - SP - MUNICIPAL,≤100,3
261050183981503,Sinfa-RJ,Sinfa-RJ,≤100,2
106404657792097,Wiverson Santana,Wiverson Santana,≤100,1
100644525056198,Bússola,These ads ran without a disclaimer,≤100,1
149079507181,Catho,These ads ran without a disclaimer,≤100,1
1419925174933417,Fabrício Venturoli,Fabricio Lunardi,≤100,1
104516164725638,Marta Lança,Marta Lanca,≤100,4
444666388930656,Francisco do PT,Francisco do PT,≤100,1
100516889134775,Alberto Mendes,Alberto Miguel Mendes De Paula,≤100,3
107664031834465,Agorasimpasseicursos,These ads ran without a disclaimer,≤100,1
228005987368789,Mayara Galvani,These ads ran without a disclaimer,≤100,1
618545978206672,Rodrigo Leite,Rodrigo Leite,≤100,2
112391537334598,euteajudoalicitar,These ads ran without a disclaimer,≤100,1
1935699346445523,Dra Graziela Campanelli Oftalmologista,These ads ran without a disclaimer,≤100,1
243240009090114,CDP - Consultoria em Direito Público,These ads ran without a disclaimer,≤100,1
968600766660401,Fred Procopio,Frederico Procopio Mendes,≤100,1
101194541961289,Cidadão Consciente - Vereador Marcinho do Cabelo Branco,Cidadão Consciente - Vereador Marcinho do Cabelo Branco,≤100,1
529084387274599,Guilherme Bencardino,Guilherme Bencardino,≤100,1
100623409031664,MP Ferramentas,These ads ran without a disclaimer,≤100,1
107349108572802,Felipe Madruga,These ads ran without a disclaimer,≤100,1
0,Instagram User 4960046573,These ads ran without a disclaimer,≤100,1
0,Instagram User 1204043354,These ads ran without a disclaimer,≤100,1
103464541579286,Nelinho 19100 Vereador,These ads ran without a disclaimer,≤100,1
608861729146626,Mainha,These ads ran without a disclaimer,≤100,3
355936128781868,Minuto Brasil,Adonias Junior,≤100,8
110068143990085,Dr. Moisés Marinho,These ads ran without a disclaimer,≤100,1
473369119470697,Jornal Enfoco,Jornal Enfoco,≤100,1
389374397752319,Bruno Lessa,Bruno Bastos Lessa,≤100,1
100652919239817,Eduardo Manique,Eduardo Manique,≤100,2
929334770448659,Alisson Julio,Alisson Endi Julio,≤100,1
320224375133233,Delegado Péricles,Péricles Rodrigues Nascimento,≤100,1
676909429177106,Lacerda Peixe & Grill,These ads ran without a disclaimer,≤100,1
640092049349817,Prefeitura de Fraiburgo,PREFEITURA MUNICIPAL DE FRAIBURGO,≤100,1
100784278297723,Marcos Roberto,Marcos Roberto Dos Santos,≤100,1
111759921397587,Fechado com Lucas Sanches,These ads ran without a disclaimer,≤100,1
800869853633264,Heloísa de Santis - Advogada,Heloisa Santis,≤100,2
266378596871490,Lucio Mauro,Lucio Mauro Lima De Castro,≤100,5
106433127583084,Fabrício Miranda,Fabricio Miranda,≤100,1
278227969666262,Vereador Wladimir Careca,Geraldo Junior,≤100,5
205818079902558,Vereador Rogerinho,Mario Moura,≤100,3
776962065738318,Campanatti,These ads ran without a disclaimer,≤100,1
102924012333205,Thunder Tools for Android,These ads ran without a disclaimer,≤100,13
721618744570005,Reginete Bispo,Reginete Souza Bispo,≤100,2
404471779670321,Marcilei Vignatti,Marcilei Andrea Pezenatto Vignatti,≤100,2
0,Instagram User 583710324,These ads ran without a disclaimer,≤100,1
103780254442902,Vereador Dari da Silva - Parobé,Dari da Silva!,≤100,3
699573343493975,Camera Translator-1,These ads ran without a disclaimer,≤100,2
1447868602155266,Zé Guila,José Guilherme Almeida de Carvalho,≤100,2
121163695278783,Dr. Sergio Luiz Bittencourt,These ads ran without a disclaimer,≤100,1
685673204778891,Pastor Tocha De Oliveira,These ads ran without a disclaimer,≤100,1
246092725585777,Nena Cabral,Antonio Ricardo Cabral De Souza,≤100,1
325582414755472,Lucas Mundim.,Lucas Moreira Mundim Araujo,≤100,1
109524334132885,estude.blue,These ads ran without a disclaimer,≤100,1
350521178883278,LiderandoMais,These ads ran without a disclaimer,≤100,1
108544264662624,cleberneto,These ads ran without a disclaimer,≤100,4
106345795300468,Agência Social UP,These ads ran without a disclaimer,≤100,2
145094909024768,Nossa Casa Salgados Congelados,These ads ran without a disclaimer,≤100,1
2077559892570460,Malu Fernandes,Maria Fernandes,≤100,2
102459155683031,La Home Pet & Castelinho,These ads ran without a disclaimer,≤100,1
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100,10
107873994166652,Analú Araújo Dias,Igor Coelho,≤100,2
1523863441161621,Cardeman I Corretor Imóveis,These ads ran without a disclaimer,≤100,2
110669347031119,Profissões Funerárias,These ads ran without a disclaimer,≤100,3
1037694276431213,Compre Bem Supermercados,These ads ran without a disclaimer,≤100,3
109223114185002,Juliana Normand,Juliana Azevedo,≤100,3
885582614794797,João Lira,These ads ran without a disclaimer,≤100,1
101713088335030,duraesadvogado,These ads ran without a disclaimer,≤100,2
229056771095982,Sandro Cezar,Sandro Alex De Oliveira Cezar,≤100,1
479098555541404,Smart Escritórios Inteligentes,These ads ran without a disclaimer,≤100,18
305328130304619,Celsinho,These ads ran without a disclaimer,≤100,7
382948008421199,ONG Paraíso dos Focinhos,These ads ran without a disclaimer,≤100,1
124626731312503,Vereador Gilmar Santos,Mandato Coletivo | Vereador Gilmar Santos-PT,≤100,1
236831226426262,Prefeitura de Arujá,These ads ran without a disclaimer,≤100,1
103352801611525,Coronel Lino,These ads ran without a disclaimer,≤100,3
112192748042215,Leonard Campos,Ileonard De Assis Campos,≤100,2
107081721487232,pegaumlivroevai,These ads ran without a disclaimer,≤100,1
101382095019948,Regis Capelinha,Reginaldo Rodrigues Azevedo,≤100,2
1516837475248540,Patas protegidas,These ads ran without a disclaimer,≤100,1
205499026246278,Daniel Alves,Daniel Alves Bezerra,≤100,1
101746765313536,Pacote de Projetos do Aço,These ads ran without a disclaimer,≤100,1
796933737033718,Fernando Oliveira,Fernando De Oliveira Pereira,≤100,2
106614147881508,Serginho Nunes PM,Sergio Nunes,≤100,2
489732018040368,Hilton Marques,Hilton Alessandro Marques De Oliveira,≤100,2
110293161604073,Se liga no Pod,These ads ran without a disclaimer,≤100,2
109672831438041,"FALA, ELLEN",Ellen Ferreira,≤100,1
100776975344868,Vereador Marcos Martins - Perninha,Antonio Martins,≤100,2
1414301995348590,Delegado Pablo,These ads ran without a disclaimer,≤100,2
110664416962673,Professor Sérgio Araújo,These ads ran without a disclaimer,≤100,3
0,Marketplace Seller 430588714,These ads ran without a disclaimer,≤100,2
101499201692755,Márcio Gonçalves,Alberto Goncalves,≤100,1
102870042427156,Mayara Braggion,Mayara Braggion,≤100,1
777852178939323,Vereador Professor Wellington,Wellington Luiz Do Couto,≤100,3
158402677555776,European External Action Service - EEAS,These ads ran without a disclaimer,≤100,1
100653904746847,Júnio Miranda,Junio Cesar Miranda,≤100,5
102541768096012,diogo_dss5,These ads ran without a disclaimer,≤100,1
101122634999087,Reimar Rodrigues,Reimar Rodrigues Alvarenga,≤100,2
977591798982865,Major Mecca,These ads ran without a disclaimer,≤100,1
0,Instagram User 9657276577,These ads ran without a disclaimer,≤100,1
111333148118510,Roberto Magliano Junior,Roberto Magliano Junior,≤100,2
110189277292111,Jornalistas Pela Democracia,Jornalistas pela Democracia,≤100,4
100752015284220,Diego Silva,Diego Santos,≤100,7
105877887941853,Filipe Lang,Filipe Lang,≤100,1
112294550268059,Marcos Miranda,These ads ran without a disclaimer,≤100,1
105768624349047,Negrão Advogados Associados,These ads ran without a disclaimer,≤100,1
2016641191899819,Bruno Ganem - Indaiatuba,Bruno Ganem,≤100,2
0,Instagram User 2010376369,These ads ran without a disclaimer,≤100,1
121649444671775,Leonardo Merçon - Fotógrafo de Natureza e Conservação,These ads ran without a disclaimer,≤100,1
112188314792664,Hotel Fazenda Paciência MG,These ads ran without a disclaimer,≤100,2
258422260906515,Pádel Vacaria,These ads ran without a disclaimer,≤100,1
1868600730097718,Medcel Revalida Brasil,These ads ran without a disclaimer,≤100,1
100837488416268,Cristiano Jose Dos Santos,Cristiano Jose Dos Santos,≤100,2
256907154397440,Eduardo Pinho Moreira,These ads ran without a disclaimer,≤100,2
103787114578537,Matheus M. Moitinho,These ads ran without a disclaimer,≤100,2
165170057241383,Vice Prefeito Emilhão,Emilio Blasio,≤100,2
503443566392334,Zurich,These ads ran without a disclaimer,≤100,7
947486911950686,Rede de Bibliotecas Comunitárias de Salvador,These ads ran without a disclaimer,≤100,1
105273690847470,Dalmo Viana,Dalmo Viana,≤100,1
360331564101406,Marcos Do Val,Marcos Ribeiro do Val,≤100,2
101157852100381,GRAAL - Advocacia,These ads ran without a disclaimer,≤100,3
104254228073338,direitoadmcontemporaneo,These ads ran without a disclaimer,≤100,2
104981718853757,Jackson Inácio de Oliveira,Jackson Oliveira,≤100,2
100478458356433,Alexandre Melo Franco Bahia,Alexandre Bahia,≤100,4
101767932340566,Pag Consultoria,These ads ran without a disclaimer,≤100,1
108103767571743,Escola Nacional da Magistratura,These ads ran without a disclaimer,≤100,6
1497858963860092,Chapa  2 Oposição Muda Sinteps,Sirlene Maciel,≤100,3
0,Instagram User 9171257804,These ads ran without a disclaimer,≤100,1
100556892345105,Patricia Carvalho,These ads ran without a disclaimer,≤100,1
102406462174149,Marcus Vinícius Kalume,Marcus Kalume,≤100,3
108088348556776,Chaves da Sedução,These ads ran without a disclaimer,≤100,1
682550431819240,Prof. Marcos Ribeiro,These ads ran without a disclaimer,≤100,2
113668341340471,Congresso Conservador de Goiás,Calibre da Liberdade,≤100,1
105632212088632,Crupier Nedved - Rei da Blaze,These ads ran without a disclaimer,≤100,1
109716618392856,Super Promoções Para Voçê,These ads ran without a disclaimer,≤100,1
117128463465919,Suzana Duarte,Suzana Duarte,≤100,2
629593537247319,Consult Assessoria,These ads ran without a disclaimer,≤100,3
434875226993581,Real Cred Consignado BH,These ads ran without a disclaimer,≤100,4
515153838674104,Abilio Vaneli,Abilio Vaneli,≤100,5
108796521708608,Iza Vicente,Iza Vicente,≤100,2
1868600160099570,Enfermeira Ana Paula,These ads ran without a disclaimer,≤100,1
1394061267354808,Marcelo Cruz,Rosinaldo Pires,≤100,4
114395006930545,Vereador Sergio Crocodilo,These ads ran without a disclaimer,≤100,3
2005773356353658,Aline Chelfo - Business English,These ads ran without a disclaimer,≤100,2
114520294578177,Leonardo Eulálio,Fabio Carvalho,≤100,3
776397795840147,Ricardinho da Enfermagem,Ricardo Almeida,≤100,6
1931154483572736,Sendy Cristani,These ads ran without a disclaimer,≤100,1
470073243359073,Jeziel Silva,Samuel Silva,≤100,1
971068639682146,Mandato Sandra Kennedy Registro-SP,Ronaldo Jose Ribeiro,≤100,2
536922646773030,Mauro Guimarães,Mauro Guimaraes,≤100,1
100160871738919,Cristian Mohr,These ads ran without a disclaimer,≤100,1
0,Instagram User 686733604,These ads ran without a disclaimer,≤100,1
177581372270155,Abraji,These ads ran without a disclaimer,≤100,4
2006855082707784,Edgiro Veículos,These ads ran without a disclaimer,≤100,1
346661256199173,Luiz Fritz,Luiz Antonio Nascimento Fritz,≤100,1
457153338000332,Dr. Erik Augusto,These ads ran without a disclaimer,≤100,1
105081040875215,A voz do povo,Adriano Dos Anjos Pinto,≤100,4
115003504538738,Leonardo Prado de Lima,Welington Kempfer,≤100,1
264331663629213,Deputado Karlos Cabral,Dep Karlos Cabral,≤100,2
107721631101401,Governo Municipal de Bom Jesus do Galho - Gestão 2021/2024,Klerisson Conde,≤100,3
1545387032434450,Paulino,Marcos Coutinho,≤100,2
452576241469735,Roda Imóveis,These ads ran without a disclaimer,≤100,1
105257032049939,João Paulo N. Trein,These ads ran without a disclaimer,≤100,1
126067584191949,Professor Samuel,Samuel Monteiro,≤100,2
113786287068026,Vereador Dídimo Vovô,Cleverson Nunes,≤100,2
1622682251298288,MBL - Paraíba,REBECA MÍRIAN BARROSO DE MORAIS DAS CHAGAS,≤100,1
1398685640398744,Gazeta Play,These ads ran without a disclaimer,≤100,1
241903575841687,Sinditamaraty,These ads ran without a disclaimer,≤100,2
690979927759555,Palestrante Castro Alves,These ads ran without a disclaimer,≤100,1
352884272104652,Paulo Direita,These ads ran without a disclaimer,≤100,1
384000772211039,Jenauro Hruba,Jenauro Hruba,≤100,4
427651300965293,Gilmar Dadalto Raposão,These ads ran without a disclaimer,≤100,2
107108425322865,silvania_dias_direito,These ads ran without a disclaimer,≤100,2
104635968213353,ale_luiz77,These ads ran without a disclaimer,≤100,1
1931142073577778,3Palitos,Joao Almeida,≤100,2
112640797306182,Escritório Virtual nos EUA,These ads ran without a disclaimer,≤100,1
106073688015284,Professor Clayton,Clayton Divino Boch,≤100,1
1694216377525138,Polo Uninter Feira De Santana Bahia,These ads ran without a disclaimer,≤100,2
106204822049048,Auxílio - Nome Limpo,Ediluce Rodrigues,≤100,3
203989899659570,Senador Organização Contábil,These ads ran without a disclaimer,≤100,1
534122050408236,Maruzza Teixeira Advocacia,These ads ran without a disclaimer,≤100,4
700929646632950,PublicSin Comunicação,Sinomar Silva,≤100,4
108174185093301,Newton Bonin,These ads ran without a disclaimer,≤100,2
930912457071634,Bem estar bem,These ads ran without a disclaimer,≤100,6
103616268983111,Joaquim Mendes - Mercado Imobiliário,These ads ran without a disclaimer,≤100,2
104923941970013,Planning Centro de Estudos,These ads ran without a disclaimer,≤100,1
106235080752978,Transforma RS,These ads ran without a disclaimer,≤100,2
311304286084450,Império D&C Imóveis,These ads ran without a disclaimer,≤100,1
503283409726911,Santa Casa de São José dos Campos,These ads ran without a disclaimer,≤100,1
103673771550271,Tonho Acorda Brasil Acorda Paraná Acorda Curitiba.,Antonio Silva,≤100,1
102896298706656,Soberanos Da Pátria,Rafael Silva,≤100,2
170648545069524,Laércio Thadeu,These ads ran without a disclaimer,≤100,1
0,Instagram User 5978008672,These ads ran without a disclaimer,≤100,1
287139354791975,Sindicato Seth São Jose do  Rio Preto e Região,SETH Sindicato dos Empregados em Turismo e Hospitalidade de São José do Rio Preto e Região,≤100,2
