Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
107037332686173,Michelle Fischbach for Congress,FISCHBACH FOR CONGRESS,≤100,1
1017551808288816,East Central Reporter,Local Government Information Services,≤100,1
100716838873633,Monty Floyd for Hernando School Board,Kevin Monty Floyd,≤100,2
206324018038,Hart of Alabama,The Committee to Elect Michael Hart,≤100,1
119319864001902,Katie DeBoer for Kent County Commission - District 4,Katie DeBoer for Kent County Commission,≤100,4
100195642189896,Pamelya Herndon 4 NM,Herndon for NM,≤100,1
1491589954480806,Ed Butler for TN,Ed Butler,≤100,4
446070572435165,Commissioner Ricky M. Herring,Ricky Mitchell Herring,≤100,1
100710759119069,Blue Planet Ecosystem,Blue Planet Ecosystem,≤100,16
102978243166860,Florida Blue,These ads ran without a disclaimer,≤100,1
114392601151649,Will Rucker for NV,Committee to Elect Will Rucker,≤100,2
102315041409283,Horses in our Hands,In our Hands Action Fund,≤100,2
415549235508558,"Mary Jackson-Freeny for Compton Board Trustee, Area G","JACKSON-FREENY FOR COMPTON USD BOARD 2022; Mary, ID# 1446682",≤100,1
520408078439335,Rep. Krista Griffith,Delaware House Democratic Caucus,≤100,1
101412745816232,Martha Holton Dimick,Martha for Hennepin,≤100,1
1378387609066365,Adam Levin,These ads ran without a disclaimer,≤100,1
104492081369305,Ron Freitas,Ron Freitas for District Attorney 2022,≤100,1
106410961624591,Education Forward Arizona,COLLEGE SUCCESS ARIZONA,≤100,2
802498316468735,Greater Portland Council of Governments,GREATER PORTLAND COUNCIL OF GOVERNMENTS,≤100,1
101275422471430,Retain Judge Teri Lynn Dennings,COMMITTEE TO RETAIN JUDGE TERI LYNN DENNINGS,≤100,1
101105282104568,Danielle Hawk for Congress,HAWK FOR THE PEOPLE,≤100,2
109623744232176,Vote for TED BUI,Khoa Tran,≤100,4
112417891358294,"Judy Gutierrez for County Commissioner, PCT. #2","Judy Gutierrez Campaign. Sergio Lewis, Treasurer.",≤100,2
310115131637,The James G. Martin Center for Academic Renewal,The James G. Martin Center for Academic Renewal,≤100,1
187970471246998,"The Crone Law Firm, PLC",Crisp,≤100,12
190990064264722,YWCA Evanston/North Shore,YWCA Evanston North Shore,≤100,2
422733777829593,Chairman Harry Johnston,Johnston for Chairman,≤100,1
101329259160641,Re-elect Mike Davitt,Davitt for Council 2022,≤100,3
23362993101,Center for Immigration Studies,CENTER FOR IMMIGRATION STUDIES,≤100,2
112242974696270,Gramlich for Arkansas,Gramlich for Arkansas,≤100,5
349769938925638,Lisa Frizell for HD 45,Frizellfor45 Committee,≤100,1
101851805873859,Kiwanis Club of East Walker County,Kiwanis International,≤100,1
101796559128341,Jazmin Wingert for Stephenson County Clerk,Citizens for Jazmin Wingert,≤100,1
102212232292754,Todd Mitchem for State Representative 2022,Todd Mitchem for State Representative,≤100,1
109214993243,South Dakota Republican Party,South Dakota Republican Party,≤100,2
100179592640444,Gabriel Fancher For State House,"Friends of Gabriel Fancher, Rick Sain Treasurer",≤100,2
351193978049,Alaskans Together For Equality,Alaskans Together For Equality,≤100,1
100195342627641,Debbie Neal for District 6 Commissioner,Friends to Elect Debbie Neal,≤100,2
104103388944658,Yes on E for Excellent Milpitas Schools,Yes on E Committee for Excellent Milpitas Schools,≤100,1
440850842779072,DuPage Policy Journal,Local Government Information Services,≤100,1
102446508693720,Paul Arteta for Orange County Sheriff,Arteta for Sheriff,≤100,1
495999947186904,Jake Shade for State Senate,Friends of Jake Shade,≤100,3
282878411750474,Ian Lovejoy for State Senate,Friends of Ian Lovejoy for Senate,≤100,2
138064458417178,Citizens for Mariyana Spyropoulos,Citizens for Mariyana Spyropoulos,≤100,2
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100,10
126447586622709,State Representative Pamela Hornberger,Office of Rep. Pam Hornberger,≤100,2
1113191128705058,Commissioner Hope S. Harmon,Hope Sharron Harmon,≤100,2
249789687311,Virginia Senate Republican Caucus,Virginia Senate Republican Caucus,≤100,1
121455837877844,A Child's Hope Adoption Services,A Child's Hope,≤100,2
902167463233964,Elect Matt McWilliams to Queen Creek Town Council 2022,Matt Mcwilliams,≤100,4
57673294024,PRAISE 104.1 FM,Urban1,≤100,2
80696790240,Global Ministries (Disciples of Christ and United Church of Christ),Global Ministries - United Church of Christ and Christian Church (Disciples of Christ),≤100,4
1923380231227228,Herbert Henderson Office of Minority Affairs,Herbert Henderson Office of Minority Affairs,≤100,1
133450376701734,Florida Veterans for Common Sense,"Florida Veterans for Common Sense, Inc.",≤100,1
104925792005783,Neumann for MT House District #9,Neumann for MT,≤100,6
142694419623952,Dominic Rapini,Dominic For CT,≤100,2
462109143897233,David Dwyer- Republican For Florida House District 42,David Dwyer,≤100,5
100916235841056,Chol for Congress,Chol for Congress,≤100,1
101487542360140,"Neeta Sane for Commissioner, Fort Bend",Neeta Sane,≤100,2
122682971248116,Joe Lockett Show,Joe Albert Lockett,≤100,1
103322865688455,Howard For Butte County Assessor,Michael J. Howard,≤100,2
119301938161886,Assure Women's Center,Assure Women’s Center,≤100,2
161109911051384,Judge Thomas Thrash,Committee to Elect Judge Thrash,≤100,1
1024399217596322,Tom Pischke SD Senate - District 25,Pischke for SD,≤100,3
1521463681450292,IL CleanJobs,Illinois Clean Jobs Coalition,≤100,5
30953735590,Jim Hightower,Jim Hightower,≤100,1
103376765658735,Brent Jacobson for State Senate,Friends of Brent Jacobson,≤100,2
107475014890116,Chigozie Onyema for City Council,Chigozie Onyema for Newark,≤100,2
100565812550647,Elect Mark Guillen 2022,Guillen for City Council 2022 (FPPC ID #1444544),≤100,3
282621681917201,Afscme Texas Retirees Chapter 12,AFSCME Texas Retireess Chapter 12,≤100,6
109779178296148,"Erbele, Brandenburg, Grueneich For District 28",EBG For ND,≤100,2
100827672532422,Teresa Parra Craig Ward 4,Teresa Parra Craig San Bernardino City Council Ward 4 - 2022,≤100,2
373600379832804,Janice Park for Alaska,Janice For Alaska,≤100,1
105101078738634,Todd Moss For Chemung County Legislature,Anthony Todd Moss,≤100,3
189262227767934,Cultural Survival,"CULTURAL SURVIVAL, INC",≤100,1
1836785833282434,Manhattan Beach Firefighter's Association,Manhattan Beach Firefighter's Association,≤100,1
102362435427686,OnlySky,Only Sky Media Inc.,≤100,1
143133062394406,First National Bank,First National Bank,≤100,2
71213789567,EmpowR,EmpowR,≤100,4
662820837117059,Legal Aid Society of Rockland County,LEGAL AID SOCIETY OF ROCKLAND COUNTY,≤100,1
114111550299859,Fogle for Missouri,Fogle for Missouri,≤100,1
104235662175960,Steve Miller for Iron County Commissioner,Steve S Miller Campaign,≤100,2
103186082389841,Daniel Lawless for State Representative,Friends of Daniel Lawless,≤100,5
117507751891,United Poultry Concerns,"UNITED POULTRY CONCERNS, INC",≤100,1
109465684789860,Craigwhite4sheriff,Craig Stewart Craig Stewart,≤100,1
311155110668,Common Sense Society,Common Sense Society,≤100,1
1654634867883150,AK Headlamp,ALASKA SUPPORT INDUSTRY ALLIANCE,≤100,2
163658464129,YWCA Billings,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF BILLINGS,≤100,1
105316995088658,Gilbert Andrew Garcia,Mauricio Marin,≤100,2
108784590929155,Mark Gidley for District 29,Taylor Noel Diggs,≤100,2
108686821740605,Mike Jones For Circuit Court Judge,Mike Jones For Judge,≤100,1
150464834999897,Maryland Pesticide Education Network - MPEN,MARYLAND PESTICIDE EDUCATION,≤100,1
107251195285052,Florida's Right to Clean Water,Florida Right to Clean Water,≤100,3
105234951678443,Aaron Arguijo for U.S. Senate,AARON ARGUIJO FOR TEXAS US SENATE,≤100,2
454899668404832,Telemynd,These ads ran without a disclaimer,≤100,2
102945792155962,Geyer Balog for the 106th,Committee to Elect Geyer Balog,≤100,1
100124709108034,Patriot One News,Matt Clark Agency,≤100,3
275015722541995,AARP Oklahoma,AARP,≤100,1
101832558982575,Vote Kevin Crye,"the Committee to elect Kevin Crye, Shasta County Supervisor, District 1",≤100,1
462659015082,Rhode Island Republican Party,RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE,≤100,2
1713983962155278,Pickens County Observer,Pickens County Observer,≤100,1
488959201218139,Planned Parenthood of the Pacific Southwest,These ads ran without a disclaimer,≤100,1
302111635698,National Association of Tax Professionals (NATP),National Association of Tax Professionals,≤100,1
108104431853639,Southwest Michigan Solar Project,Southwest Michigan Solar Project,≤100,1
753777097992228,Liberty Hill Publishing,Liberty Hill Publishing,≤100,3
108158738275257,Vote 4 Ann Marie Danimus for US Congress - D,COMMITTEE TO ELECT ANN MARIE DANIMUS,≤100,3
381338125287732,Montana's Promise,NATIONAL PUBLIC PENSION COALITION,≤100,1
110391061186502,Ted Engquist for Congress,TED ENGQUIST FOR CONGRESS,≤100,1
296560433053,"Return To Freedom, Wild Horse Conservation",RETURN TO FREEDOM SANCTUA,≤100,1
231056563609284,Fresno Metropolitan Flood Control District,Fresno Metropolitan Flood Control District,≤100,1
269178183093705,Free for Life International,Free for Life International,≤100,3
212428175445675,Hispanic Republicans of Texas,Hispanic Republicans of Texas,≤100,1
111385664873988,Astor & Burkus for Town Council,Astor and Burkus for Town Council,≤100,2
647315292075109,Tiffany Jones,Friends of Tiffany Jones,≤100,1
100110691446025,Padma Kuppa,Elect Padma Kuppa,≤100,1
110901241505143,John Darge,John Andrew Darge,≤100,1
110497717105451,Cargile for Congress,CARGILE FOR CONGRESS,≤100,2
104438325574500,Gaumer 4 Supervisor,Terry Lynn Gaumer,≤100,2
127901472190833,SaveHistory.org,ARCHAEOLOGY SOUTHWEST,≤100,2
586923928036132,Christians In Public Service Leadership & Development,CHRISTIANS IN PUBLIC SERVICE,≤100,2
108893713826837,Fuerte Arizona,LIVING UNITED FOR CHANGE IN AZ,≤100,4
153566578539944,"Stand Up, Mississippi","Focus Group, Inc.",≤100,1
106991865210559,Jacquelyn Grippe for Rochester City Court,Friends of Jacquelyn Grippe,≤100,1
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100,1
101717339136071,Kentucky Association of Regional Programs,Kentucky Association of Regional Programs,≤100,2
106028538647086,Christine Labelle for Paradise Valley Town Council,Christine Labelle for PV Town Council,≤100,3
107705678488780,John West for Robertson County Register of Deeds,Amy Williams,≤100,1
141091277531,Carolina Business Review,Chris William Colasanti,≤100,1
112970240538609,"Charlene Fite, State Representative District 24",Charlene Fite for State Representative,≤100,1
808248156192669,BallotMate,BallotMate,≤100,1
107933328420541,Angela Hulsey For Colbert County District Attorney,Elect Angela Hulsey,≤100,1
108350974853371,Jason Lyon for Pasadena City Council District 7,Jason Lyon for Pasadena City Council (FPPC #1439310),≤100,2
220765417948995,Cobb County Democratic Committee,Cobb County Democratic Committee,≤100,1
366119653930669,"IMO Legal, LLC- US Immigration Attorney","IMO LEGAL, LLC",≤100,1
2352630938293825,Mytacticalpromos,These ads ran without a disclaimer,≤100,1
161662481299117,Committee to Re-elect Judge Natalie Mai 2022,"The Committee to Re-Elect Judge Natalie Mai District Judge 2022, Dist. 7, Ofc. 5 - Ethics #10554",≤100,3
108310235885897,Haymarket Books,"CENTER FOR ECONOMIC RESEARCH AND SOCIAL CHANGE, INC. THE",≤100,1
467503009987109,"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",≤100,1
103050152320143,Will Furry For Flagler School Board,Will Furry for Flagler County School Board,≤100,5
108650400954148,Stopping Socialism TV,The Heartland Institute,≤100,1
129599883741118,Pennsylvania House Democrats,Robert William Caton,≤100,1
1004841912954977,Assemblyman D. Billy Jones,Friends of Billy Jones,≤100,3
111904024679959,Bold Majority,BOLD MAJORITY PAC,≤100,11
375795763222090,Dr. Treasure Ortiz for Mayor of San Bernardino 2022,Dr. Treasure Ortiz for Mayor 2022 FPPC #1436684,≤100,1
103152322325281,Elect Wendy Leonard,Elect Wendy Leonard,≤100,1
88858633879,Beyond Pesticides,BEYOND PESTICIDES,≤100,1
1820235708204209,Mike Thoms,Thoms for Senate,≤100,2
101495782090286,Noah Webster Educational Foundation,Noah Webster Educational Foundation,≤100,2
109402557546382,Trigonas,Trigonas,≤100,2
146961875365003,"Missouri Family Health Council, Inc.",MISSOURI FAMILY HEALTH COUNCIL INC,≤100,1
100773138937015,Kathy-Ann Alexis For Judge,Committee to Elect Kathy-Ann Alexis,≤100,1
102809281915285,Adam for Florida,Adam for Democracy,≤100,1
107326878275017,National Pretrial,National Pretrial,≤100,5
203917906322346,Judge Chris Kennedy for Appellate Court,Friends of Judge Chris Kennedy,≤100,1
112505280156649,Elect Von Pouncey,Von Young Pouncey,≤100,1
1540461572950038,Roger Hauck,Committee to Elect Roger Hauck,≤100,1
103672123082599,Democrats of Jefferson County WV,Jefferson County Democrats,≤100,1
101986059075350,Bryan Eastman For Gainesville,Bryan Eastman For Gainesville City Commission District 4,≤100,1
111389231216302,Matthew For Illinois 71st District,Matthew For Illinois,≤100,1
479319619492002,Pat Proctor for Kansas Representative,Pat Proctor for Kansas,≤100,2
193675533982095,Ryan Chamberlin,Ryan Chamberlin for Congress,≤100,1
443541535252,South Orange/Maplewood Community Coalition on Race,"SOUTH ORANGE MAPLEWOOD COMMUNITY COALITION, THE",≤100,1
1464025207184446,Controller Ron Galperin,"Controller Ron Galperin Officeholder Acct 2013 777 S. Figueroa St, Ste 4050, LA, CA 90017 Additional info available at ethics.lacity.org",≤100,1
225929541268953,State Representative Mike Kushmerek,Committee to Elect Michael P Kushmerek,≤100,1
237737406406516,"City of Sebastopol, California",City of Sebastopol,≤100,1
107470338261853,Tracy Turner for District Judge,Tracy Turner for District Judge,≤100,2
211826418997475,Rhode Island Coalition Against Gun Violence,Rhode Island Coalition Against Gun Violence,≤100,1
1412345932363184,Log Cabin Republicans of Nevada,Log Cabin Republicans of Nevada,≤100,1
1819800104941291,The Charleston Forum,The Charleston Forum,≤100,1
115313960303691,The Tennessee Conservative,The Tennessee Conservative,≤100,1
1523953087912871,Pamela Hornberger,CTE Pamela Hornberger for State Senate,≤100,1
166928823355401,Protect Wisconsin Families,"A Better Wisconsin Together, Inc.",≤100,8
1963788120568075,LaTonya Austin Honorable for Pulaski County Circuit Judge,Honorable Choice Campaign,≤100,2
323093251713475,Brett Kokinadis,Stop MLG,≤100,2
102922112310466,Jennifer Holton for 19th Circuit District Attorney,Jennifer Holton for District Attorney,≤100,1
112293965464832,Columbus Education Association,These ads ran without a disclaimer,≤100,1
270141236661276,Send Relief,Send Relief,≤100,1
100192212499001,Paul Koretz for Los Angeles,Paul Koretz for Controller 2022,≤100,1
504412209681271,"Brent Hastey, Yuba County Water Agency Director - South",Committee to Re-Elect Brent Hastey Yuba County Water Agency Director South 2022,≤100,1
359176490437,Oregon Nurses Association,OREGON NURSES ASSOCIATION,≤100,2
291391758252756,Wyoming Coalition for a Healthy Retirement,National Public Pension Coalition,≤100,1
129064750465027,Women's Earth Alliance,Earth Island Institute,≤100,1
204501516780803,Bill Ayub for Sheriff,Bill Ayub for Sheriff,≤100,1
107358215220686,Huber for Senate,Kyle Derek Douglas Huber,≤100,1
1496269597272920,Senator Bill Gannon,Gannon for Senate,≤100,1
107978284819552,Friends of Judge Sam Limentato,Friends of Judge Sam Limentato,≤100,5
107839631386572,Alison Kerestes for Circuit Judge,Alison Kerestes for Circuit Judge,≤100,1
100152985979039,Consumers for Fair Taxes,Consumers for Fair Taxes,≤100,1
100914959136747,Ryan Skelton for Brewster County Judge. Visit: ryanskelton.net,Elect Ryan Skelton for Brewster County Judge,≤100,1
89987672959,Iowa Environmental Council,IOWA ENVIRONMENTAL COUNCIL,≤100,1
1526145167683989,Steven Bolen For Maryland,"Bolen for Maryland; Sahir Hira, Treasurer",≤100,1
255544808211074,Ward 5 Alderwoman Lakeisha k Purchase,Friends of Lakeisha Purchase,≤100,3
194363391848,The Liberal Gun Club,"LIBERAL GUN CLUB INC, THE",≤100,1
100471958827050,FB Local Business Matters,FB Local Business Matters,≤100,2
254993674616606,Tulare County Republican Party,TULARE COUNTY REPUBLICAN CENTRAL COMMITTEE (FEDERAL),≤100,1
116712675081896,Audrey Clement For A Greener Arlington,Committee to Elect Audrey Clement,≤100,7
510680265702016,Crowned Free,Crowned Free,≤100,1
72092591211,FBI – Federal Bureau of Investigation,FBI - Chicago Division,≤100,3
110226344819682,Lenzmeier for Sheriff,Lenzmeier For Sheriff,≤100,4
110693428278062,Krisforbirdville,Kris Drees for Birdville ISD,≤100,1
244286338925347,Republican Party of Duval County,Republican Party of Duval County,≤100,1
102468902119986,Washington County Freedom Advocates,John Glenn Maples,≤100,2
112203171380286,Jesse Addison For North Las Vegas Mayor,Committee To Elect Jesse Addison,≤100,1
101182682393676,James Mirus for Crawford County Sheriff,James Darrell Mirus,≤100,1
594519783957655,Citizens for National Security,Citizens For National Security,≤100,1
416384822549260,A Better Delaware,A Better Delaware,≤100,1
108374500969634,Vote Chris Castillo,Christine Chris Castillo Campaign,≤100,1
105458045466778,Don Campbell for IID Director Divison 3,Don Corpus Campbell,≤100,7
285783398519074,Free the Facts,Free the Facts,≤100,1
874662062886596,Sea Trees,Sustainable Surf,≤100,4
1922774311344189,SacTown Talks,SacTown Talks,≤100,28
154056958393,Maine Coalition Against Sexual Assault,MAINE COALITION AGAINST SEXUAL ASSAULT,≤100,1
100728088391862,Delmarva Parent Teacher Coalition,Delmarva Parent Teacher Coalition,≤100,1
107501506748,SCGA,Southern California Golf Association,≤100,4
105272344182870,Think 100%,Hip Hop Caucus,≤100,5
1517599315204378,"Re-Elect Gabriel Garcia, Brazos County District Clerk",Gabriel Andre Garcia,≤100,1
1204591426371678,Common Courtesy TV,Shawn Nicholas Bryant,≤100,2
273546779885377,The Gallant Pelham,"delupton, LLC",≤100,13
90373196485,South Carolina Policy Council,South Carolina Policy Council,≤100,1
109943638055870,Logan Byrne for State Representative,Logan Byrne for State Representative,≤100,5
106706932722061,Hunger Free Colorado,HUNGER FREE COLORADO,≤100,1
102826611878758,Saul Zaentz Charitable Foundation,Saul Zaentz Charitable Foundation,≤100,1
116933488381916,Butte County Democratic Party,BUTTE COUNTY DEMOCRATIC CENTRAL COMMITTEE,≤100,1
107263336110653,Benton County Assessor's Office,Benton County Assessors Office,≤100,2
288226384540377,City of Malibu - Government,"City of Malibu, CA",≤100,9
106046551872687,John Hubbard for Delaware County Judge,John Hubbard for County Court,≤100,2
627951147293090,Fat Finger,Fat Finger LLC,≤100,1
120508174766712,Rejuvenating Women,Rejuvenating Women,≤100,1
355175354599982,California Ambulance Association,California Ambulance Association,≤100,1
166281383958247,Nueces County Judge Barbara Canales,Barbara Canales Campaign,≤100,1
277525336201029,Thearse McCalmon,Thearse McCalmon for Senate,≤100,1
103914122235535,Kenneth Murphy for Georgia State House District 136,"Kenneth Murphy for Georgia, LLC",≤100,6
39119822138,Center for Progressive Reform,Center for Progressive Reform,≤100,1
401585646937626,Linda Dixon Bullock for District Court,Committee to Elect Linda Dixon Bullock,≤100,2
38812906703,United Friends of the Children,United Friends of the Children,≤100,4
314964416195,American Seniors Association,AMERICAN SENIOR ASSOCIATION,≤100,1
674182529399211,Gun Owners Radio,Gun Owners Media LLC,≤100,8
10150124349775072,"Riddle & Brantley, LLP","RIDDLE & BRANTLEY, LLP",≤100,1
1969638429724033,Oliver Tatom for Deschutes County,Team Tatom,≤100,1
103952027947204,John Damoose for State Senate,John Damoose for State Senate,≤100,1
8766613788,Saqib Ali,Friends of Saqib Ali,≤100,1
111815271176238,Ron Bolton for State House,Ron Bolton Campaign,≤100,2
115518893453702,BrightAction,Climate Solutions Net,≤100,2
111328857202902,Gestionar Servicios de Inmigración y Más,GestionarUsa,≤100,2
999015486922043,Elvin Villalobos,Elect Elvin Villalobos,≤100,4
232906983523858,The Philadelphia Citizen,The Philadelphia Citizen,≤100,1
240615190244,Young Invincibles,Young Invincibles,≤100,1
1637235803200121,Rudy for Mayor,Ramirez Mayor 2022,≤100,2
354199064742342,"Putnam County, Tennessee - Randy Porter, Mayor",Randy Kelvin Porter,≤100,1
275829033196378,Jason Kishineff,Jason Eric Kishineff,≤100,2
167843913240609,"Sweeney Merrigan Law, LLP","Sweeney Merrigan Law, LLP",≤100,2
102876555681709,Nick Fiorentino for Circuit Court Judge,"Nick Fiorentino, nonpartisan, for 6th Circuit Court Judge, Group 22",≤100,1
191569514295697,"Craig, Kelley & Faultless LLC",Crisp,≤100,10
102194888711797,Ed Brady for Jeffco Sheriff,Ed Brady for Jeffco Sheriff,≤100,3
105567487800409,Angelo Casino for Nevada State Assembly,Angelo Casino for Nevada State Assembly,≤100,1
274546379649,Robert Stevens,PAID FOR BY FRIENDS OF ROBERT STEVENS,≤100,1
100221139294655,Tate Davis for County Mayor,TATE DAVIS FOR COUNTY MAYOR,≤100,2
350367722670348,Torres for McKinney,Vicente Avila Torres,≤100,1
1126467634031036,Dan Carr,Dan Carr,≤100,1
1779270445658688,California Native Vote Project,california native vote project,≤100,1
106480368334619,Town of Madison Attachment 2022,designCraft Advertising,≤100,1
1402158953360420,Ben Zeller,Ben Zeller Campaign,≤100,1
54580146753,Faith in Action,Faith in Action,≤100,2
106958298374655,Dr. John Jacobs for Gadsden Mayor 2022,Jacobs for Mayor 2022,≤100,1
101960852430985,Richard Levi Ward For Portland School Board,Richard L Ward,≤100,2
100600869215644,Carla Schuessler for SC State House,Carla Schuessler for State House,≤100,2
0,Instagram User 6850605161,These ads ran without a disclaimer,≤100,1
103220715648527,Elect Justin Nicklas for Garland County Coroner,Amber Michelle Hogg,≤100,1
526030407514426,Mitzi Epstein AZ Legislator,Mitzi Epstein for AZ,≤100,2
108302365219503,OConnor For Supervisor,Don O'Connor,≤100,3
109262641667068,Tom Kim for SD 27,Tom Kim for Colorado,≤100,1
114207371948187,Williamson for Walton,"Committee to Elect Bruce Williamson, Inc.",≤100,1
109753401672501,Kevin Reed For Domestic Violence Judge - Division 10,Kevin Eugene Reed,≤100,2
109820817810485,Amanda Lewis—Forney Mayor,Amanda Lewis,≤100,1
217404105657261,16th Judicial District Attorney,16th Judicial District Attorney's Office,≤100,2
100588181565071,Stephanie Vigil for Colorado House,Committee to Elect Stephanie Vigil,≤100,16
108469114808945,Alex Odom for District Judge 2022,Committee to Elect Alex Odom for District Judge,≤100,1
395511077198384,Senator Rob Standridge,Robert Mathew Standridge,≤100,3
106436745283531,Hoffman for Bremer County Treasurer,Adam Paul Hoffman,≤100,6
125010537660,Heartbeat of Toledo,Heartbeat of Toledo,≤100,1
140968452585173,92QJams Baltimore,Urban1,≤100,2
303021996375160,Lutherans For Life,Lutherans for Life,≤100,2
212560695441222,Jake Chapman,Chapman for Senate,≤100,2
103338041894510,"Charmaine Doran, Pearl City NB",Charmaine Tiara Doran,≤100,2
188115967909632,Olmsted County Sheriff's Office,Olmsted County Sheriff's Office,≤100,1
356694868478698,Arizona Retirement Security Coalition,NATIONAL PUBLIC PENSION COALITION,≤100,1
22984054572,Numi Organic Tea,Numi Organic Tea,≤100,1
317371771995065,AARP Arizona Hispanic Connection,AARP,≤100,1
110648284842425,Pankaj Prakash for State Representative,Prakash for CT,≤100,1
101511079150508,Joe Leko For Sheriff,Joe Leko for Dakota County Sheriff,≤100,7
107354541942755,Jim Talen for Kent County Commissioner,Committee to Elect Jim Talen,≤100,1
101208575172416,Craig Greiwe,Craig Greiwe for Mayor 2022,≤100,1
108223121788489,"Jon Messick for Yuba County Supervisor, District 5","Jon Messick for Yuba County Supervisor District 5 2022, ID#1445620",≤100,1
10252353761,Commonwealth Foundation,COMMONWEALTH FOUNDATION,≤100,1
103566899030424,Commissioner Jeff Phillips,Jeff Phillips Campaign,≤100,1
209871896464076,Today's Real Talk,Today's Real Talk,≤100,5
372228687927,Great Midwest Bank,"GREAT MIDWEST BANK, S.S.B.",≤100,2
202812030448617,Mia Bonta,Mia Bonta for Assembly,≤100,1
324134101374873,Pajaro Valley Cesar Chavez Democratic Club,Pajaro Valley Cesar Chavez Democratic Club,≤100,2
106196238180135,"Re-Elect Dan Flores, Sutter County Supervisor, Dist. 2","Dan Flores for Supervisor 2022, FPPC# 1437740",≤100,1
113434696717626,Driscoll for State Senate,Dawn Driscoll for State Senate,≤100,2
136926283034065,National Center for Appropriate Technology - NCAT,These ads ran without a disclaimer,≤100,1
203121375427,Renovus Solar,RENOVUS ENERGY INC,≤100,3
102911032344201,EinStrong,EINSTRONG FOUNDATION,≤100,1
111757761445870,Monroe County Sheriff’s Foundation,Maria Emila Paredes,≤100,2
683288532059718,H&H Solar,These ads ran without a disclaimer,≤100,1
356691761820051,State Representative Ann Bollin,the Office of Rep. Ann Bollin,≤100,1
53092472345,U.S. Capitol Historical Society,U.S. Capitol Historical Society,≤100,1
109607354644430,Kevin Hamm for PSC,Kevin Hamm for PSC,≤100,6
157354480893,Municipio Autónomo de Caguas,Municipio Autónomo de Caguas,≤100,3
687340651423812,Jason D. Knight,Jason Demetrius Knight,≤100,1
106445924574973,CAFé Acción,CAFe Accion,≤100,1
88237794221,YWCA Oklahoma City,YWCA Oklahoma City,≤100,6
104192305524275,Commissioner Stevan Sturrock,Connie Sturrock,≤100,2
151057528363990,Mission Springs Water District,Mission Springs Water District,≤100,1
107268401873309,"Re-Elect Danny Buck Davidson for Criminal District Attorney, Panola County",Danny Buck Davidson Campaign,≤100,2
44409199155,Amazon Conservation Team,AMAZON CONSERVATION TEAM,≤100,1
46103684454,HartBeat Ensemble,"HARTBEAT ENSEMBLE, INC.",≤100,2
170623746891590,Carl Perry for State House,Carl Perry for SD House,≤100,2
410494412686649,Re-Elect Sheriff Jonathon W. Horton,Jonathon Wade Jonathon Wade,≤100,1
8544956266,Broke-Ass Stuart,Broke-Ass Stuart,≤100,1
104241038813678,Steve Myers,Steve Myers for State Representative,≤100,4
106823781934799,Nieves Riedel for Mayor 2022,Nieves Riedel,≤100,1
179042532903649,Cindy Hyde-Smith,Cindy Hyde Smith for US Senate,≤100,11
1263210823830523,Wicomico Truth and Reconciliation Initiative,James Gayl Yamakawa,≤100,3
110830918035962,Hagert for North Dakota House District 20,Jared Hagert for ND House,≤100,2
1398909153765261,Cass County Government,Cass County Government,≤100,1
2064405450489177,SSM Health Foundation - St. Louis,These ads ran without a disclaimer,≤100,1
111985804683171,Inside Investigator,Connecticut Inside Investigator,≤100,1
118610051555971,Gwinnett County Democratic Party,Gwinnett County Democratic Party,≤100,2
106191821992991,"Chad Condit for State Assembly, District 22",Condit for State Assembly 2022,≤100,2
126914817338026,Aaron Saunders for State Representative,Saunders Committee,≤100,2
73877691965,Carnegie Library of Pittsburgh,CARNEGIE  LIBRARY OF PITTSBURGH,≤100,2
20612127118,North Carolina Democratic Party,North Carolina Democratic Party,≤100,1
110977273719441,No Roads To Ruin Coalition,No Roads to Ruin Coalition,≤100,1
154952582962914,Darius D. Stover - The Stover Group,Family Advantage Plus Group,≤100,1
77906169595,Texans Care For Children,Texans Care for Children,≤100,1
118962804782,Aerotech News and Review,"Aerotech News and Review, Inc.",≤100,1
422039351288596,Essential Church,Tim Milner,≤100,1
103989842287903,Julie Quan for TN GOP SEC,Julie for SEC,≤100,3
102756178175858,Drury for District 32,Drury for District 32,≤100,1
47393489592,Jew in the City,Jew in the City an NJ nonprofit,≤100,2
106251411756693,Scott Harness for Tulare County Supervisor,Harness for Supervisor 2022,≤100,1
102912981872518,CHAD For Mayor 2022,Derrick Keith Trahan,≤100,2
83290171215,"Porter County, Indiana Democratic Party",Porter County Democratic Central Committee,≤100,1
107795821542589,Sami Scheetz,Scheetz for Iowa,≤100,1
112349106922741,Make Lenawee Shine,esaSolar,≤100,1
233768687168454,Rod Furniss State Representative Idaho,Rod Furniss Campaign,≤100,1
111910503859549,Justin’s fight for justice,Nancy Lee Riley,≤100,3
117039803022825,Friends of Judge Araceli De La Cruz,Friends of Judge Araceli De La Cruz,≤100,2
