Page ID,Page name,Disclaimer,Amount spent (BRL)
103300456690657,Jornal Acontece Regional,RAFAEL henrique de moraes lourenço,≤100
1829030244045471,Vereador Rubens Angioletti,Rubens Angioletti,≤100
1640598462922732,Maurício Carvalho,Mauricio Fonseca Ribeiro Carvalho De Moraes,≤100
105548485453728,Casa das 13 Mulheres - Mandata Coletiva,Jacqueline Parmigiani,≤100
462843040551926,Bruno Marini,These ads ran without a disclaimer,≤100
107800337473434,Partido liberal 22 - Valparaíso SP,Fernando Apolinario,≤100
552449238127430,Blog  Elvis do Amaral,Elvis Do Amaral Pinto,≤100
251032502635365,Vereadora Professora Madalena,Daisy Cunha,≤100
459077604164390,Radar Amazônico,Radar Amazônico,≤100
908488865908236,SECOM,SINDICATO DOS EMPREGADOS NO COMERCIO DE ITU,≤100
108519923982050,Rafael Ottaiano,Rafael Ottaiano,≤100
219519068188021,Marden Menezes,Marden Luis Brito Cavalcanti E Menezes,≤100
105700478529257,SimoneGuerra,Alexandre Lopes,≤100
101433278309103,Depois do Almoço,Ricardo Pinto,≤100
106842408667630,Marci Rodrigues,Marcileide Rodrigues De Oliveira,≤100
475140119340608,Rafael Alan,Rafael Romeiro,≤100
332081570559630,Bruno Ganem S.P.,Bruno Ganem,≤100
103911395030246,Vereador Edson Leal,Edson Leal,≤100
156014468320201,Ribeiro Neto,Aires Neto,≤100
237478858235527,Rodrigo Totti,These ads ran without a disclaimer,≤100
355911231202401,Luiz Antonio Medeiros,Luiz Antonio De Medeiros Neto,≤100
1304553112997097,Renata Zabeu,Renata Luz,≤100
102609049036843,Karina Valdez,Jakson Dos Santos Da Silva,≤100
445056185665113,Dr. Marcos Paulo,Dr. Marcos Paulo,≤100
1240480969339669,Prefeitura de Ataléia - MG,These ads ran without a disclaimer,≤100
103475772118007,Lobão Filho,These ads ran without a disclaimer,≤100
341211609309548,Teatro Por Que Não?,Teatro Por Que Não?,≤100
1760090027557950,Deputado Berlanda,Deputado Berlanda,≤100
106562507842486,SP Contra o Coronavírus,Zahg Hub de Soluções Digitais Ltda,≤100
1249903585029582,Maria Eunice,Maria Eunice Dias Wolf,≤100
727938674013176,Delegado Antonio Furtado,Antonio da Luz Furtado,≤100
340186179736898,Ricardo Abrão,Ricardo David,≤100
106514888484510,Astro Fc,These ads ran without a disclaimer,≤100
602177049823797,Adriana do Hospital,Adriana Felix,≤100
147234722056641,Zé Milton,José Milton Scheffer,≤100
106485191826622,Aurélio Suenes,These ads ran without a disclaimer,≤100
1439865519619708,Georgeo Passos,Georgeo Antônio Céspedes Passos,≤100
283843565077451,ANAFE,ASSOCIAÇÃO NACIONAL DOS ADVOGADOS PÚBLICOS FEDERAIS - ANAFE,≤100
1049374465171227,Warton Lacerda,Warton Matias Lacerda E  Oliveira,≤100
300746857005170,Daniela do Waguinho,DA GEMA PUBLICIDADE,≤100
415580381839965,Colégio Sigma,These ads ran without a disclaimer,≤100
107624341759744,Eleição Exponencial,Revitto,≤100
302993356534320,Mariana Conti,Mariana Conti,≤100
108158770898372,Vítor Azambuja,Kevin Holz Oswaldt,≤100
546286218728460,Capitão Derrite,Derrite,≤100
1709607666028149,Jornal Folha de Alagoas,Folha de Alagoas,≤100
271292143368224,Parola comunicação,Parola Comunicação,≤100
371433389955618,Vereador Andrezinho Rokoski,Andre Rokoski,≤100
473056149385799,Pastor Heleno,Heleno Silva,≤100
118924838278485,Osni Cardoso,Osni Cardoso De Araujo,≤100
1174981472684635,Bosco Foz,Joao Bosco De Oliveira Melo,≤100
893513937426012,Professora Bebel,Maria Izabel Azevedo Noronha,≤100
103654108205888,Reforma Administrativa não,CAJUINA PRODUÇÕES E MÍDIA DIGITAL,≤100
269271589804918,Programa Cidades Sustentáveis,Laura Rodrigues Dourado,≤100
251413762192611,Tiago Pedra Grande,Tiago Lobo Favoretto Pereira De Souza,≤100
0,Instagram User 2244000970,These ads ran without a disclaimer,≤100
105588607865290,Vereadora Marciene Ceará,Marciene Albuquerque,≤100
467586640104971,Rogerio Castilho,Rogerio Castilho,≤100
506040492799527,Manuel Rocha,Manuel Azevedo Rocha,≤100
124694129208502,Alquimista Jr. Soluções Químicas,Vanessa Frota,≤100
111162354526306,Adriano Fontes,These ads ran without a disclaimer,≤100
531154343743924,Vereador Oscar Jr.,Oscar De Lima Pires Junior,≤100
1544117292569866,Vereador Professor Danclar,Danclar Jesus Rossato,≤100
1644248082543923,Mané Losila,Mané Losila,≤100
2312744602125519,Leonardo Vasconcellos,Leonardo Vasconcellos,≤100
267978469899153,Professora Nilda,Raimunda Cruz,≤100
101478928201225,Leandro TUR,Renan Lima,≤100
234477936929674,Claudio Góes,These ads ran without a disclaimer,≤100
108853690994311,Cícero Freitas,Cicero Maia De Freitas,≤100
146886662023714,Portal do Holanda,Portal do Holanda,≤100
101540982062955,Corretor Rodrigo Pereira,Rodrigo Pereira,≤100
707722716097737,Leandro Soares,Leandro Soares,≤100
127837380626874,Grupo Marquise,These ads ran without a disclaimer,≤100
103780254442902,Vereador Dari da Silva - Parobé,Dari da Silva!,≤100
945729895480431,Deputado Raul Belém,Raul Jose De Belem,≤100
188872781277784,Celso Maldaner,Celso Maldaner,≤100
486116391561123,Sintrahg,Sintrahg,≤100
500784640279213,Mariana Carvalho,Tacilla Mariana Carvalho Silva,≤100
713349875699242,Junior Getulio,Getulio Junior,≤100
1192198870794200,Prefeitura de Marília,Município de Marília,≤100
184693888299537,Chico Alencar,Mandato do vereador Chico Alencar,≤100
402672379792091,Jeferson Fernandes,Jeferson Oliveira Fernandes,≤100
103227678919345,Henrique Mecabô,Henrique Mecabô,≤100
376380845756420,Sinsep - Sindicato dos Servidores Públicos Municipais de Mogi Mirim,Sindicato dos Servidores Públicos Municipais de Mogi Mirim,≤100
881218408685671,Alex de Madureira,Alexander Muniz de Oliveira,≤100
1331908193524734,Rafael Ramthun,Shana Michelle Nardelli Stolf Ramthun,≤100
109105681430693,Complexo Cultural Rampa,These ads ran without a disclaimer,≤100
116781614361000,Xouquei,These ads ran without a disclaimer,≤100
131497886977001,Associação Paulista de Medicina,Associação Paulista de Medicina,≤100
1642284969179602,Ceará em Pauta,Antonio Linhares,≤100
1491443280942693,Sancler Ferreira,Elvis Goncalves,≤100
1606541096264792,Janete de Sá,Janete Santos De Sa,≤100
2413447402011838,Ricardo Adrian 1375,These ads ran without a disclaimer,≤100
1481515042102411,R10 - Repórter 10,Repórter 10,≤100
1602911246698275,Mislene de André,André Luiz Leite dos SANTOS,≤100
105197411872925,Jefferson Muller,Jefferson Muller,≤100
2259967774286655,Vanderson Bento,Vanderson De Sant Ana Rodrigues,≤100
108157921089672,Carú Notícias,Tomaz Costa Da Silva,≤100
2083211115276659,Jose Bittencourt,Jose Bittencourt,≤100
1538357906457163,Cristiano Gonçalves Moto link,Cristiano Goncalves,≤100
379143012542464,Vinícius Mariño,VInícius Mariño,≤100
187365251321239,Gilmar Machado,Gilmar Machado,≤100
1944050469167732,Antonio Carlos Junior,Antonio Carlos da SIlva Junior,≤100
105413058298437,Acontece na Região,Acontece na Região,≤100
531327883710115,Jones Moura,Jones Barbosa De Moura,≤100
634443599908316,Fernando Krelling,Fernando Krelling,≤100
112621677299472,Andréa Firmo,ANDREA DE ARAÚJO,≤100
103027959058449,vereadormarcosduarte,Marcos Antonio Duarte Da Silva,≤100
603214206429002,Projeto Camaleão,Projeto Camaleão,≤100
454225234639209,Vereadora Edir Sales,Edir Sales,≤100
1789937954410205,Prefeito Toledo,Emerson Pires,≤100
438536822883034,Sérgio Camilo,Sergio Gomes,≤100
100757401653116,Pablo Muribeca,Pablo Aurino Ramos Araujo,≤100
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,≤100
628221580602439,Pé de Figo,Heriberto Pozzuto,≤100
102716882452136,Renatinha Alves,These ads ran without a disclaimer,≤100
547438501999722,Romulo Quintino,Romulo Quintino,≤100
103597461847634,Victor Serutti - Advogado,These ads ran without a disclaimer,≤100
100222508113288,Marcio Enfermeiro,Marcio Pereira,≤100
101122634999087,Reimar Rodrigues,Reimar Rodrigues Alvarenga,≤100
1375175852511826,Emídio Jr. 22,Edivaldo Emídio da Silva Júnior,≤100
523566427680692,Teresa Bergher,Maria Teresa Bergher,≤100
105474191592037,Compramos Cabelo 1,These ads ran without a disclaimer,≤100
429742647136493,M&C Cred - Soluções Financeiras,These ads ran without a disclaimer,≤100
105028097795943,Iza Vicente,Iza Vicente,≤100
294413323910056,Alex Ladislau,Alexander Ladislau Menezes,≤100
594009177348086,Virmondes Borges Cruvinel Filho,Virmondes Cruvinel Filho,≤100
100945228762390,Marcelomapas,These ads ran without a disclaimer,≤100
255377504551740,Eleitorweb,These ads ran without a disclaimer,≤100
655921931519552,Dany's Moda Feminina,These ads ran without a disclaimer,≤100
602818373181056,Vereadores de Santos,Sindicato dos Servidores Públicos Municipais de Santos,≤100
105571535088309,Pará Terra Boa,These ads ran without a disclaimer,≤100
1881753795404640,Prefeitura de Avaré,Prefeitura da Estância Turística de Avaré,≤100
2259559384365213,O Convergente,Fabricio Alexandre Aguiar,≤100
835359316562042,NOVO PR Maringá,NOVO Maringá,≤100
546865738685056,DR. ALCEU Vereador,Dr. Alceu vereador,≤100
235877449765187,Fundação FEAC,Fundação FEAC,≤100
367197653335628,Roosevelt Vilela,Roosevelt Vilela Pires,≤100
159394350833983,Diário do Comércio,Vinicius Morais,≤100
102629535298705,Peterson Ruan,Peterson Ruan Aiello do Couto Ramos,≤100
100796492544198,B 22,Rafael Silva,≤100
1698630736861831,Duque Martins Advocacia Previdenciária - Curitiba,Duque Martins Advocacia Previdenciária,≤100
111648137816488,IEPfD Instituto de Estudos e Pesquisas para o fortalecimento da Democracia,IEPfD - Instituto de Estudos e Pesquisas para o fortalecimento da Democracia,≤100
102626771533254,Intensive Ensino Online,Mateus Batschauer,≤100
1610017105976400,Meu ABC do Português,These ads ran without a disclaimer,≤100
194409937899344,Deputado Federal Mauro Lopes,Mauro Lopes,≤100
0,Instagram User 8500151395,These ads ran without a disclaimer,≤100
1519283191513060,MBAT - Movimento Brasil Acima De Tudo.,Daniel Lopes,≤100
127896482114977,Vereadora Isabelle Dias,Isabelle Dias,≤100
225349992785733,Macedo & Sega Advocacia Previdenciária,Mauricio Santos,≤100
1449387248698770,Genial Investimentos,Genial Investimentos,≤100
101281919231933,TopSaúde,Adenilton Santana,≤100
260243837420336,Sindipetro Bahia,SINDICATO DOS PETROLEIROS DO ESTADO DA BAHIA - SINDIPETRO-BAHIA,≤100
0,Instagram User 9537723550,These ads ran without a disclaimer,≤100
285454358256659,Toninho de Souza,Toninho de Souza,≤100
280029799559896,Lohanna França,LOHANNA SOUZA FRANCA MOREIRA DE OLIVEIRA,≤100
569930423388523,Vilson da Fetaemg,Deputado Federal Vilson da Fetaemg,≤100
102071625113349,Adilson Lopes,Antonio Rodrigues,≤100
109414937552370,Thalles Tomazelli,thalles henrique tomazelli,≤100
105801281915534,Feirão Serasa,These ads ran without a disclaimer,≤100
109244361589527,Jaime do Farol,Jaime De Lima,≤100
103123492116065,Turbo Score,Henrique Cerqueira,≤100
617925624964284,CUT Rio,CUT-RIO,≤100
948419685549959,Ousadia Política,Daniel Da Silva,≤100
101713391609676,Dr.E.,These ads ran without a disclaimer,≤100
110814454630069,Rafael Sampaio Df,Rafael De Sa Sampaio,≤100
170196033315118,Ulisses Marins,Ulisses Marins,≤100
2348165081872106,Weslley Paz,Valber Weslley Paz De Vasconcelos,≤100
153342874763463,Cristina Bernardes - Beleza & Informação,Cristina Bernardes,≤100
775669792490001,Josimar de Maranhãozinho,Josimar Rodrigues,≤100
405959062881125,NOVO 30 Blumenau,Partido Novo - Blumenau - SC - Municipal,≤100
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,≤100
1468126036737948,Danilo Balas,Danilo Balas,≤100
106907977815732,Caio Martori - Vereador,Caio Cezar Da Silva Martori,≤100
1815185752043919,CE Tia Dolores,These ads ran without a disclaimer,≤100
526344444053831,Ley do Trânsito,werley glicerio furbino de araujo,≤100
104215988060050,Paulo Silva,Aline Cristina Oliveira,≤100
201878973201295,Republicanos10,Republicanos10,≤100
156035781157686,Ação Educativa,Ação Educativa,≤100
104650714935040,Lucas Pires,Lucas Pires De Moraes,≤100
240692902959743,Luciano Almeida,Luciano Marcio Santos Almeida,≤100
104315834773211,Fernando Linhares,Fernando Linhares Pereira,≤100
1629829057255218,William Siri,William Siri,≤100
1389464841072141,Coronel Meira,Benedito Meira,≤100
335426193184027,Conaci,Conselho Nacional de Controle Interno - Conaci,≤100
384060602020363,Edgard Sasaki,Edgard Sasaki,≤100
447588472102526,Marlon Siqueira,Marlon Siqueira Rodrigues Martins,≤100
103377875675540,Ricardo Murad,Ricardo Jorge Murad,≤100
1954856618063579,Marcelo Comeron,Luis Comeron,≤100
363942596991458,Central dos Trabalhadores e Trabalhadoras do Brasil RS,CTB - RS,≤100
448206288629035,Marcus Marcelo,MARCUS MARCELO,≤100
214687541970095,Ed Pereira,EDMILSON CARLOS PEREIRA JUNIOR,≤100
1379900628994970,Pró Condômino,These ads ran without a disclaimer,≤100
1743702422511397,Vereador Aluísio,Aluisio Oliveira,≤100
156497288414477,Vereador Ademilson Almeida,Ademilson Almeida,≤100
226462614184386,Cabo Angelo,Angelo Paulino Da Silva,≤100
110284788211314,Walter Barretto Jr.,Walter Duarte Barreto Junior,≤100
608782555842408,Brasscom,Ludmila Mendes,≤100
112597863912560,Marcos Moraes,Marcos Moraes,≤100
129795707218499,Carmen Zanotto,Carmen Emilia Bonfa Zanotto,≤100
105786470989513,Vereador Diogo Kriguer,Jacob Rossa,≤100
2262010314032144,Rodrigo Rosário,Rodrigo Rosario Dos Santos,≤100
107889667558630,Ramon Vieira,Ramon Vieira Fausto Santos,≤100
106113752107087,Fernando Barcelos Pires,Andre Escobar,≤100
111899623718745,Antônio Rocha - Bahia da Vila São Pedro,These ads ran without a disclaimer,≤100
106147295393812,Gabriela Correa,Eva Gularte Dias,≤100
101154055878218,Conferência Prótons,União Cristã,≤100
105081040875215,A voz do povo,Adriano Dos Anjos Pinto,≤100
705334576185564,Deputada Federal Aline Sleutjes,Aline Sleutjes,≤100
112681207857286,Patriota São Caetano do Sul,Roberto Marques Bareira,≤100
614105345298822,Programa do Rubão,Mario Neto,≤100
318035418314326,Anderson Coelho,Raphael Jota,≤100
291482090931929,Professora Dorinha,Professora Dorinha,≤100
281680372209686,Sabrina Garcêz,Alisson Marcondes,≤100
113747523728388,Cláudia Guerra,Rafaella Garcia,≤100
587492024677202,Hildo Rocha,Hildo Augusto Da Rocha Neto,≤100
0,Instagram User 9373356047,These ads ran without a disclaimer,≤100
100265282588841,Carlos Lacerda,Gean Carlos Lacerda Souto,≤100
105877887941853,Filipe Lang,Filipe Lang,≤100
156253597838562,Wagner Balieiro,Wagner Balieiro,≤100
587219514772717,Adenilson Rocha,Adenilson Aparecido Firmino da Rocha,≤100
110268824600570,José Olavo Bisol,Jose Bisol,≤100
115558703488480,IDP Online,These ads ran without a disclaimer,≤100
446410602056683,Deputado Subtenente Gonzaga,Daniel Salgado De Oliveira Neto,≤100
111175173591372,Republicanos Sorocaba,Republicanos - Sorocaba - Municipal - SP,≤100
1695544247372940,Dr. Francisco Costa,Dr Francisco Costa,≤100
881338681882058,Marcos Maia,Marcos Maia,≤100
103683618052720,Mídia A,Jose Aparecido De Aguiar,≤100
113165501361892,Salete Cavalcanti - #eleiçõesfuncef,Maria Selete Cavalcanti,≤100
302613337011388,Albert Ursão,Albert Castro,≤100
363426837367490,Natalia Galbere,Natalia Galbere Fernandes,≤100
104648405095521,Márcia Valentim Vereadora,Marcia Valentim,≤100
101718174878408,Rubens Cruz,Rubens Cruz,≤100
1163423120337925,LIVRE,Adriano Oliveira,≤100
106219057921287,Laura Melo Vaccaro - Vereadora,Laura Luiza Oliveira Melo Vaccaro,≤100
179730345404580,Brasil em Folhas,BRASIL EM FOLHAS S/A,≤100
158981268130749,Deputado Coronel Armando,Deputado Coronel Armando,≤100
144137846219205,Jamir Calili Ribeiro,Jamir Calili Ribeiro,≤100
673746672825287,Luiz Carlos Souto Luizão,Luiz Souto,≤100
1414776178738297,Marcelo Lima,Marcelo De Lima Fernandes,≤100
118678938210868,SIMPI,Simpi,≤100
100908921449454,Gustavo Aires,Fernanda Lima,≤100
1729707977252175,S.O.S. Móveis Antigos,These ads ran without a disclaimer,≤100
804331606248748,Murilo Ferreira,Murilo Ferreira Alves,≤100
1631260560229147,Náustria Pré candidata a Deputada Estadual,These ads ran without a disclaimer,≤100
593159634193828,Sindicato Dos Professores Munic. De Cubatão.,Sindicato dos Professores Municipais de Cubatão,≤100
577949379334679,Vereador Cemar,Jocemar dos Santos Simplício,≤100
1944038142509112,Dirce Heiderscheidt,Dirce Heiderscheidt,≤100
0,Instagram User 2162573234,These ads ran without a disclaimer,≤100
427364927396605,Kitty Lima,Kitty Lima,≤100
759849477532265,Liga Atlética Caçadorense,Osmar Barcaro,≤100
2083211115276659,Jose Bittencourt,These ads ran without a disclaimer,≤100
106869981440689,Brasil Certo,BRASIL CERTO,≤100
1098004260230153,Gabrielzinho,Gabriel Meurer,≤100
353752668316122,Renova Transito,Pedro Vieira,≤100
114301456956534,Ronaldo Venturi,Ronaldo Rodrigo Venturi,≤100
102557065731559,Humberto Figueiró,Humberto Figueiro,≤100
102607975364238,Projeto Tradus,Fundação Guimarães Duque,≤100
105007181104953,Coletivo Nós,Coletivo Nós / Jhonatan Soares,≤100
1514287338901334,Alexandre Aleluia,Alexandre Aleluia Dantas Da Costa,≤100
103057371960349,Daniel Ativista,Daniel Miguel,≤100
1418880588206764,Fujioka,These ads ran without a disclaimer,≤100
542737582569859,Tv do Povo News,Anderson Da Silva,≤100
470056329781110,ESA Bauru,These ads ran without a disclaimer,≤100
365623040172352,Romanelli,Romanelli,≤100
562166550620824,Vereador Marcinho Alves,Marcio Jose Correa Alves,≤100
1579571358747892,UNIP EAD Artur Nogueira,These ads ran without a disclaimer,≤100
107081721487232,pegaumlivroevai,These ads ran without a disclaimer,≤100
324823954952678,Wanderley Moraes,Wanderley De Morais Faria,≤100
1653598364873728,Atlantos,Instituto Atlantos,≤100
104661422175696,Isso é Coisa de Mulher,Brena Dianná BARBOSA,≤100
669979576373645,Delegado Eduardo Boigues,Delegado Eduardo Boigues,≤100
111005597328425,Maria Consentino,Adriano David,≤100
455287214515532,Braz Paulo,Braz Paulo de Oliveira Junior,≤100
1452476871646616,Diário MS News 2,Diário MS News,≤100
107801265213784,Ricardo Fortunato de Oliveira,Ricardo Fortunato De Oliveira,≤100
203326359677581,PCdoB - Partido Comunista do Brasil,PCdoB,≤100
650190518395498,Fabio Garcia,FÁBIO PAULINO GARCIA,≤100
736770643057091,Everaldo Fogaça,Everaldo Fogaca,≤100
103570968347670,Niltinho do Barrinha - Vereador,Renata Paula,≤100
523953721048864,Tovar Correia Lima,Tovar Correia Lima,≤100
124433647752397,Carmo Luiz,Carmo Silva,≤100
101938308619684,leandroalmeida.seguranca,Leandro Almeida,≤100
0,Instagram User 4960046573,These ads ran without a disclaimer,≤100
1983786361867363,Delegado Jacovós,Delegado Jacovós,≤100
1422435864650438,Colégio Israelita Brasileiro,These ads ran without a disclaimer,≤100
0,Instagram User 4210639695,These ads ran without a disclaimer,≤100
600114750155454,Braulio Lara,Braulio Alves Silva Lara,≤100
1668295820160174,Fernanda Miranda,Fernanda Pinto Miranda,≤100
344766333087003,Nem tudo se desfaz,Lavra Filmes,≤100
124116941088719,Prefeitura de Macapá,Munícipio de Macapá,≤100
811357175567544,Sergio Damazio,Sergio De Souza Damazio,≤100
342547992423736,Mariana Janeiro,Mariana Janeiro,≤100
438031969571322,Celina Leão,CELINA LEAO HIZIM FERREIRA,≤100
672607559521274,Alisson Camargos,Alisson Alves Camargos,≤100
1437843656540112,Lucas Sanches,Lucas Sanches Promessia,≤100
1563627910535156,Márcio Burguinha,Marcos Vinicius Pereira Ortega,≤100
1384192635166181,Federação Nacional dos Trabalhadores do Judiciário nos Estados,Fenajud,≤100
333706593685976,Almir do Gás,Presley Targino,≤100
489732018040368,Hilton Marques,Hilton Alessandro Marques De Oliveira,≤100
254514881287375,Joice Hasselmann,Joice Hasselmann,≤100
108252554125296,Thiago Gutierres,Thiago Gutierres,≤100
105968661686586,imperadorimport,These ads ran without a disclaimer,≤100
538226103047392,Paula Frazão TOEFL IBT,These ads ran without a disclaimer,≤100
624678661378048,Anne Dias,Anne Dias,≤100
1398670427017286,Prefeitura de São Joaquim da Barra,Prefeitura Municipal de São Joaquim da Barra,≤100
101275371333153,Leandro Horlle,Leandro Horlle,≤100
1918975364834957,Política Itapira e Região,Rafael Cruz,≤100
113165042099382,Brasil 61,Brasil 61,≤100
108263754951467,Danubia Imóveis,These ads ran without a disclaimer,≤100
108084658475155,Johnny Guerra Gai,Gabriel Barbosa,≤100
1517913121856526,Dani Alonso,Daniele Mazuqueli Alonso,≤100
106545468441003,ICARO Studio,These ads ran without a disclaimer,≤100
101170604801117,Tiago Atacadão do Piso,Tiago Assis,≤100
355233591546619,Página 2,Cristiano Ritzke,≤100
998759253546368,Elegis,Elegis Gestão Estratégica,≤100
202665149747011,Prefeitura Municipal de Guararema,These ads ran without a disclaimer,≤100
106613217881487,Vereador Investigador Gerson,Gerson Luiz Moreira,≤100
179766322036178,Ratinho Junior,Carlos Massa Junior,≤100
101298565379269,Credit HOUSE,These ads ran without a disclaimer,≤100
836815029677385,Cláudio Miranda,Claudio Miranda,≤100
2124355701184986,Portal Multiplix,Portal Multiplix,≤100
100953411423177,Arajas Tips,These ads ran without a disclaimer,≤100
106192980739787,Minuano CTG,Elide Damitz,≤100
199225220774453,Vilmar Lourenço,Vilmar Lourenço,≤100
531890316970628,Vereador Paulo Rogério,Paulo Rogério Leite Ribeiro,≤100
0,Instagram User 659181090,These ads ran without a disclaimer,≤100
571823226531381,Jaime Nunes,These ads ran without a disclaimer,≤100
393576568095312,TiagoViola,Tiago Viola,≤100
109542161718496,Calil Tá On,Iury De Oliveira Morais,≤100
220533881308932,Em Ribeirão,These ads ran without a disclaimer,≤100
107113767880067,Manaus 360º,Cynthia Pinheiro,≤100
170773429643671,"Rádio Alvorada FM 94,9",Rádio Alvorada,≤100
1021398437953271,Gardel Rolim,Vereador Gardel Rolim,≤100
1648867635380249,Danilo Baldo,Danilo Almeida Baldo Do Carmo,≤100
166638094187130,Hivonete Piccoli,Hivonete Solano Lima Piccoli,≤100
115375080322805,Aline Risi,Aline Risi,≤100
534989876669367,Allan Dias,Allan Dias De Oliveira,≤100
311875163063230,Welbert Pedro,Welbert Pedro,≤100
282802611759257,MidiaJur,Midiajur,≤100
1840055949555538,Sargento Simões,Anderson Simoes,≤100
482115515629598,Fabiano Carvalho,Fabiano Carvalho,≤100
128416167198648,Marcelo Freixo,PSB - RJ,≤100
282827751786942,Juscélio Araújo,These ads ran without a disclaimer,≤100
159097782605,Giraffas,These ads ran without a disclaimer,≤100
451890981576627,Celso Sabino,Celso Sabino de Oliveira,≤100
726792094131244,Césinha,CÉSAR BRIZOLARA,≤100
305254979542224,Prefeitura de Ouro Preto,MUNICIPIO DE OURO PRETO,≤100
1364244366922797,Vereador Rodrigo Gregorio,Rodrigo Gregorio dos Santos,≤100
100884694811017,Raquelle Trutis,Raquelle Trutis,≤100
106989568607833,Mônica Lietz Advogada,Monica Lietz,≤100
233383983778750,Edicarlos Vieira,Edicarlos Vieira,≤100
104934030990426,Edu Miranda,Eduardo Miranda,≤100
100260985221269,Unima,These ads ran without a disclaimer,≤100
1892745771028342,Tum,DEPUTADO ESTADUAL TUM,≤100
110563871604135,São José Urgente,Nilson Nascimento Amador Junior,≤100
131295060701576,Vereador José Roberto,Jose Filgueiras,≤100
103083021039558,Goiás365,Goiás365,≤100
0,Instagram User 6801881438,These ads ran without a disclaimer,≤100
431046386957669,Marcel Silvano,Marcel Silvano da Silva Souza,≤100
512906905424691,João Amin,João Amin,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
227549144265625,Leonardo Vicini,Leonardo Vicini,≤100
101941435293186,Taís Cristina Reche,Tais Cristina Reche,≤100
468281893240686,Lourdes Monteiro LM,Marlon Godoy,≤100
140386962704024,Governo de Pernambuco,Governo de Pernambuco,≤100
506040492799527,Manuel Rocha,These ads ran without a disclaimer,≤100
104243788766287,Tráfego com Nycole,These ads ran without a disclaimer,≤100
1476457915903577,Dr. Batista,Manoel Batista Silva Junior,≤100
1586855658234978,Detran Bahia,These ads ran without a disclaimer,≤100
258708864163724,Fernando Favoretto,These ads ran without a disclaimer,≤100
1024476110976036,Novo Curitiba,Partido NOVO apoiadores Curitiba,≤100
645930878879905,Pastor Marciano Alves,José Marciano Alves Bezerra,≤100
105994017410990,Yordan Gums,Yordan Gums,≤100
297586250590404,Azevedo da Susepe,Nelson Jose De Azevedo Junior,≤100
104346841474702,Joelson Bolsolavista,Joelson Freitas,≤100
679837345546421,Felipe D'Avila,Luiz Felipe d'Avila,≤100
264331663629213,Deputado Karlos Cabral,Dep Karlos Cabral,≤100
101058298713844,Portal Terra Digital,Portal Terra Digital,≤100
101137638440402,Daiane Suzuki,Daiane Marciela De Oliveira Suzuki,≤100
144522665592650,DevMedia,DevMedia,≤100
104077961008384,Leilões do Sul NH,These ads ran without a disclaimer,≤100
323918771004168,Paulo Serra,These ads ran without a disclaimer,≤100
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,≤100
102177711568241,Guilherme Leão Dall’Agnol,These ads ran without a disclaimer,≤100
1561344283912189,Simero - Sindicato Médico de Rondônia,Sindicato Médico de Rondônia - Simero,≤100
108969638088564,Projeto Viva Guarulhos,Edivaldo Rossetto,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
144484612769331,Luciano Keluc,Luciano Roberto Keluc Da Silva,≤100
158153364906858,Denis Bezerra,Denis Bezerra,≤100
106586368641941,Cooperado Forte Complem - Chapa 1,These ads ran without a disclaimer,≤100
110806547453367,galpao.546,These ads ran without a disclaimer,≤100
115169598941849,Flávia Cysne,Flavia Novaes,≤100
100243131390334,Apito Final,These ads ran without a disclaimer,≤100
467827339897670,Paulo Duarte,Paulo Roberto Duarte,≤100
1999710193619671,ZÉ MARIA,José Maria Rangel,≤100
1483513628595098,JM Jornal Metrópole,Ary Esperidiao De Lima,≤100
259858920891287,Gold Rubens Goldenberg,Rubens Goldenberg,≤100
101275965241429,Bruno Scheid,Bruno Scheid,≤100
643984812434084,Eduardo Tominaga,Eduardo Tominaga,≤100
982184008593453,Vereadora Olinda Fiorentin,Olinda Fiorentin,≤100
655783337835974,Vereadora Gilda Beatriz,Vereadora Gilda Beatriz,≤100
104840987615616,Lucas Fumacinha,Lucas Schiavi,≤100
1058532994163234,Juliano Campos,Juliano Duarte Campos,≤100
105166378795707,Lojas Bingoh,These ads ran without a disclaimer,≤100
361825830503669,Priscila Krause,Priscila Krause Branco,≤100
109043890916337,Vereador Flávio Amorosine,Flavio Amorosine,≤100
1871885602821520,Veridiana Pacheco,Vereadora Veridiana Pacheco,≤100
1375012832733158,Deputado Antônio Moraes,Antonio Moraes,≤100
101530617012408,Vereador Maurilio Moretti,Luiz Maurilio Moretti,≤100
101137398311003,Pedro Bernarde,Pedro Luiz De Bernarde Netto,≤100
144112092312277,João Doria,Partido da Social Democracia Brasileira,≤100
1491077711104985,Ada Faraco De Luca,Ada Lili Faraco De Luca,≤100
579640996061116,Policial Paulo Cassiolato,Paulo Roberto Cassiolato Filho,≤100
474659352681433,Scaff,Jose Antonio Scaff Filho,≤100
378254909362709,PRF Fernando Beilfuss Suplente Deputado Estadual/SC,FERNANDO  ARGILAR BEILFUSS,≤100
